[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  0.50, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
  11 -.14172739394398E+000 0.50747702826876E-005 0.39213574820634E-019 0.38370648194234E-018 0.22627402161340E+000 0.38091701381781E-013 0.61786042884834E-003 0.43318035797817E-006 0.27375940634076E-023 0.14584920254713E-024 0.14121006367433E-011 0.27901690188592E-001 0.47128008920220E-004 0.61964935707673E-004 0.53693255643555E-018 0.11261517233146E-005 0.97651305711984E-013 0.47257432243540E-006 0.99853754765206E-017 0.29119700022752E-006 -.15915928632661E-021 0.34862466242617E-010 0.74508993691444E+000 -.12012266555632E-026 0.30775996778063E+003 0.50231375156131E-002 -.12869710774123E+003 0.28366051540587E-001 0.10132500000000E+006 0.11170606202429E-002 0.28210249838858E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.30775996778063E+003 0.97033990448191E-008
  12 -.12902630038316E+000 0.55136503352618E-005 0.83320258732517E-019 0.59521767998481E-018 0.22622225989546E+000 0.61591060085276E-013 0.77833375721172E-003 0.56272740284724E-006 0.58489771049104E-023 0.31420741231673E-024 0.18849985440113E-011 0.27797755949208E-001 0.61268348837685E-004 0.87332014396631E-004 0.12247662141287E-017 0.15905703029445E-005 0.16759460668529E-012 0.66190719433760E-006 0.22831903780960E-016 0.41997496048408E-006 -.17194607545394E-021 0.45414885368188E-010 0.74504430115717E+000 -.16590396602448E-026 0.30991272537113E+003 0.50231375156131E-002 -.12839977419185E+003 0.28366051540587E-001 0.10132500000000E+006 0.11092851269575E-002 0.28209842539613E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.30991272537113E+003 0.16900523951087E-007
  13 -.11804454394273E+000 0.59212584899010E-005 0.16164181990372E-018 0.90608199704611E-018 0.22615705397946E+000 0.93718212340371E-013 0.94906000426632E-003 0.70468232509788E-006 0.11498042640003E-022 0.62313026322306E-024 0.24617463669904E-011 0.27690793471058E-001 0.76778312813875E-004 0.11728932662324E-003 0.25044683506542E-017 0.21399491767011E-005 0.27108063323066E-012 0.88426698598995E-006 0.46640820930014E-016 0.57537199408827E-006 -.18403266415757E-021 0.57010187742080E-010 0.74499879931697E+000 -.21425942965084E-026 0.31223517305137E+003 0.50231375156131E-002 -.12809417388739E+003 0.28366051540586E-001 0.10132500000000E+006 0.11010148640020E-002 0.28209349348416E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.31223517305137E+003 0.27715346193780E-007
  14 -.10838958816844E+000 0.63030468184542E-005 0.29300625178211E-018 0.13568053528705E-017 0.22607897783263E+000 0.13644467083274E-012 0.11284596917362E-002 0.85776651586341E-006 0.21302325149980E-022 0.11651222466287E-023 0.31683054668764E-011 0.27581698769338E-001 0.93520336855110E-004 0.15175407891296E-003 0.47195524239247E-017 0.27728367290985E-005 0.41973833110863E-012 0.11388830705237E-005 0.87569375755833E-016 0.75754993250497E-006 -.19585639064593E-021 0.69545637533559E-010 0.74495375913420E+000 -.31337448980046E-026 0.31470608396958E+003 0.50231375156131E-002 -.12778396098337E+003 0.28366051540586E-001 0.10132500000000E+006 0.10923480322669E-002 0.28208775354261E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.31470608396958E+003 0.43458373546964E-007
  15 -.99779538174302E-001 0.66634570554317E-005 0.50440027508045E-018 0.20026379572330E-017 0.22598859191914E+000 0.19225462693708E-012 0.13153779526903E-002 0.10209936703171E-005 0.37806151585959E-022 0.20875280340567E-023 0.40376849318097E-011 0.27471058647309E-001 0.11138850842157E-003 0.19064654627267E-003 0.83563224072919E-017 0.34877994179459E-005 0.62886625506855E-012 0.14250486349373E-005 0.15414619982290E-015 0.96659351691069E-006 -.20775139794368E-021 0.82941775069371E-010 0.74490937244607E+000 -.39280063847227E-026 0.31730956492991E+003 0.50231375156131E-002 -.12747163667395E+003 0.28366051540586E-001 0.10132500000000E+006 0.10833605238064E-002 0.28208125861651E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.31730956492991E+003 0.65855835614463E-007
  16 -.92008650726759E-001 0.70060373890715E-005 0.83413831464993E-018 0.29184343006452E-017 0.22588641455474E+000 0.26424868135839E-012 0.15089411218208E-002 0.11935839537690E-005 0.64985777654018E-022 0.36234413249337E-023 0.51107680315388E-011 0.27359270053289E-001 0.13029928548239E-003 0.23389281063264E-003 0.14093077046122E-016 0.42834834069794E-005 0.91842411618533E-012 0.17421298019684E-005 0.25800024521680E-015 0.12025484581117E-005 -.21997787378426E-021 0.97135673226300E-010 0.74486575428760E+000 -.48555408012450E-026 0.32003334790569E+003 0.50231375156131E-002 -.12715895104929E+003 0.28366051540586E-001 0.10132500000000E+006 0.10741127014815E-002 0.28207406005365E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.32003334790569E+003 0.97165215717099E-007
  17 -.84923747292729E-001 0.73336193638785E-005 0.13360800045479E-017 0.42049853848363E-017 0.22577291589081E+000 0.35624848448191E-012 0.17084674484247E-002 0.13749058769751E-005 0.10900361278428E-021 0.61384911829842E-023 0.64375288554287E-011 0.27246609307750E-001 0.15018520238373E-003 0.28142500035753E-003 0.22863347981413E-016 0.51586266590052E-005 0.13141858388338E-011 0.20895598979197E-005 0.41476983644551E-015 0.14654393457828E-005 -.23274421966598E-021 0.11207633209061E-009 0.74482297487895E+000 -.58251440676811E-026 0.32286768988796E+003 0.50231375156131E-002 -.12684715236360E+003 0.28366051540586E-001 0.10132500000000E+006 0.10646537988293E-002 0.28206620606787E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.32286768988796E+003 0.14031213676424E-006
  18 -.78408440494917E-001 0.76484791707045E-005 0.20851894221021E-017 0.59972509669269E-017 0.22564851930320E+000 0.47291125106700E-012 0.19134118336836E-002 0.15644383190404E-005 0.17932484694333E-021 0.10201045498494E-022 0.80786154443975E-011 0.27133272621661E-001 0.17099075519298E-003 0.33318109601410E-003 0.35935963197808E-016 0.61120607015379E-005 0.18490889425652E-011 0.24668328370217E-005 0.64521796758414E-015 0.17552804932227E-005 -.24622261566910E-021 0.12772165607157E-009 0.74478107716060E+000 -.66651820435848E-026 0.32580467652606E+003 0.50231375156131E-002 -.12653714247084E+003 0.28366051540586E-001 0.10132500000000E+006 0.10550247484561E-002 0.28205774129881E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.32580467652606E+003 0.19905326666045E-006
  19 -.72372601420491E-001 0.79524648094391E-005 0.31848047852164E-017 0.84750233081166E-017 0.22551360549252E+000 0.61985889720920E-012 0.21233296623534E-002 0.17617444306357E-005 0.29035645637347E-021 0.16686629262061E-022 0.10107285703503E-010 0.27019401175933E-001 0.19266957277580E-003 0.38910450586089E-003 0.55015281544098E-016 0.71427066194593E-005 0.25648086530000E-011 0.28734963006878E-005 0.97658518352619E-015 0.20720823555301E-005 -.26055963910412E-021 0.14403636795367E-009 0.74474008693871E+000 -.72961009111938E-026 0.32883775713934E+003 0.50231375156131E-002 -.12622957817128E+003 0.28366051540586E-001 0.10132500000000E+006 0.10452601001774E-002 0.28204870683157E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.32883775713934E+003 0.27816978726245E-006
  20 -.66745233087996E-001 0.82470919110668E-005 0.47760759906921E-017 0.11876691899148E-016 0.22536851754063E+000 0.80382452542810E-012 0.23378518018839E-002 0.19664527291234E-005 0.46383208198226E-021 0.26931860833445E-022 0.12611702066247E-010 0.26905097491862E-001 0.21518236603462E-003 0.44914345350095E-003 0.82365529178114E-016 0.82495665477102E-005 0.35135812828013E-011 0.33091445414845E-005 0.14442164472352E-014 0.24158546850770E-005 -.27588337596234E-021 0.16099049135405E-009 0.74470001905775E+000 -.82488395729674E-026 0.33196141706424E+003 0.50231375156131E-002 -.12592494000003E+003 0.28366051540586E-001 0.10132500000000E+006 0.10353893890340E-002 0.28203914043143E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.33196141706424E+003 0.38369608981376E-006
  21 -.61469550834597E-001 0.85336155385031E-005 0.70501334472298E-017 0.16516956767276E-016 0.22521356598047E+000 0.10328181379544E-011 0.25566668169782E-002 0.21782430755346E-005 0.73225232654956E-021 0.42959403271325E-022 0.15697607829854E-010 0.26790436445132E-001 0.23849540562082E-003 0.51325030195395E-003 0.12096381026571E-015 0.94317132664025E-005 0.47602991533826E-011 0.37734114177473E-005 0.20935037279298E-014 0.27866077159342E-005 -.29230814757202E-021 0.17855822075688E-009 0.74466088125878E+000 -.93297737533672E-026 0.33517094054100E+003 0.50231375156131E-002 -.12562358000544E+003 0.28366051540586E-001 0.10132500000000E+006 0.10254381366890E-002 0.28202907685846E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.33517094054100E+003 0.52318866076153E-006
  22 -.56499517661678E-001 0.88130841839952E-005 0.10263674895840E-016 0.22809556783584E-016 0.22504903351659E+000 0.13163128406850E-011 0.27795079818178E-002 0.23968360356643E-005 0.11438052503029E-020 0.67803846175259E-022 0.19491416584728E-010 0.26675472880764E-001 0.26257936608330E-003 0.58138086923763E-003 0.17468701013397E-015 0.10688279122866E-004 0.63848958394897E-011 0.42659638597963E-005 0.29821907531045E-014 0.31843521032560E-005 -.30993757792838E-021 0.19671706118816E-009 0.74462267664629E+000 -.10595585280219E-025 0.33846223484583E+003 0.50231375156131E-002 -.12532575561442E+003 0.28366051540586E-001 0.10132500000000E+006 0.10154286018315E-002 0.28201854819855E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.33846223484583E+003 0.70604031583522E-006
  23 -.51797354817596E-001 0.90863808470799E-005 0.14758803506001E-016 0.31296356766388E-016 0.22487517918383E+000 0.16654526600122E-011 0.30061436989801E-002 0.26219847670449E-005 0.17693452451587E-020 0.10597979831773E-021 0.24143754790543E-010 0.26560246943106E-001 0.28740844380730E-003 0.65349380112456E-003 0.24853851953105E-015 0.12018445634212E-004 0.84850377944639E-011 0.47864961067631E-005 0.41830915237248E-014 0.36090982924775E-005 -.32886644742312E-021 0.21544717017668E-009 0.74458540527376E+000 -.11642401108059E-025 0.34183169882167E+003 0.50231375156131E-002 -.12503165389379E+003 0.28366051540586E-001 0.10132500000000E+006 0.10053803485436E-002 0.28200758417517E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.34183169882167E+003 0.94384525604975E-006
  24 -.47331719338137E-001 0.93542547124073E-005 0.20988123891117E-016 0.42684485626530E-016 0.22469224184808E+000 0.20932831142561E-011 0.32363704252765E-002 0.28534688617344E-005 0.27122110303274E-020 0.16414868582891E-021 0.29833504698624E-010 0.26444787817931E-001 0.31295968728840E-003 0.72955004893922E-003 0.34892148790873E-015 0.13421434752575E-004 0.11179135761632E-010 0.53347249621874E-005 0.57872798356849E-014 0.40608558241210E-005 -.34918170631496E-021 0.23473085721491E-009 0.74454906515553E+000 -.12324799746925E-025 0.34527612479781E+003 0.50231375156131E-002 -.12474140903185E+003 0.28366051540586E-001 0.10132500000000E+006 0.99531067903436E-003 0.28199621242466E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.34527612479781E+003 0.12508207870692E-005
  25 -.43076350200157E-001 0.96173457126633E-005 0.29546300298753E-016 0.57893643263772E-016 0.22450044318192E+000 0.26150053788612E-011 0.34700072960998E-002 0.30910895439272E-005 0.41219278534092E-020 0.25206088792938E-021 0.36772395847434E-010 0.26329116439049E-001 0.33921247446743E-003 0.80951241692047E-003 0.48396606585780E-015 0.14896501208017E-004 0.14609684081501E-010 0.59103857424715E-005 0.79078116655046E-014 0.45396325360551E-005 -.37096280532032E-021 0.25455219246376E-009 0.74451365292824E+000 -.13197686801053E-025 0.34879262335467E+003 0.50231375156131E-002 -.12445511519322E+003 0.28366051540586E-001 0.10132500000000E+006 0.98523497198541E-003 0.28198445873804E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.34879262335467E+003 0.16442916504478E-005
  26 -.39009048559788E-001 0.98762037029930E-005 0.41209510194741E-016 0.78116224949257E-016 0.22429999023414E+000 0.32482547522929E-011 0.37068919230420E-002 0.33346658188729E-005 0.62131816069518E-020 0.38387629706209E-021 0.45210195709772E-010 0.26213247504904E-001 0.36614809326204E-003 0.89334515144177E-003 0.66391889008855E-015 0.16442925466646E-004 0.18946930708583E-010 0.65132286706111E-005 0.10684047135551E-013 0.50454336160920E-005 -.39428148381596E-021 0.27489669220511E-009 0.74447916429363E+000 -.14758016410403E-025 0.35237856398171E+003 0.50231375156131E-002 -.12417283614441E+003 0.28366051540586E-001 0.10132500000000E+006 0.97516695363318E-003 0.28197234727387E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.35237856398171E+003 0.21452430453449E-005
  27 -.35110897407762E-001 0.10131303681089E-004 0.56984498365826E-016 0.10489358602974E-015 0.22409107756913E+000 0.40134044284725E-011 0.39468771553289E-002 0.35840314425138E-005 0.92918947192081E-020 0.58000095855543E-021 0.55440557507765E-010 0.26097190959353E-001 0.39374941136713E-003 0.98101360243052E-003 0.90160401808109E-015 0.18060007898755E-004 0.24392877965139E-010 0.71430158991012E-005 0.14286645710497E-013 0.55782607739525E-005 -.41920112556224E-021 0.29575107092305E-009 0.74444559430308E+000 -.15911532055333E-025 0.35603152907611E+003 0.50231375156131E-002 -.12389461241840E+003 0.28366051540586E-001 0.10132500000000E+006 0.96511891400032E-003 0.28195990073957E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.35603152907611E+003 0.27789488556686E-005
  28 -.31365656055068E-001 0.10383058048420E-004 0.78169251490948E-016 0.14021260880738E-015 0.22387388897912E+000 0.49338957294897E-011 0.41898286291609E-002 0.38390325933803E-005 0.13790799497679E-019 0.86962223551935E-021 0.67807588366774E-010 0.25980953057475E-001 0.42200062266663E-003 0.10724839745392E-002 0.12129655462254E-014 0.19747064506177E-004 0.31185610686397E-010 0.77995192613133E-005 0.18923315733896E-013 0.61381117144749E-005 -.44577575577270E-021 0.31710305073509E-009 0.74441293752986E+000 -.17199825696692E-025 0.35974927907701E+003 0.50231375156131E-002 -.12362046660944E+003 0.28366051540586E-001 0.10132500000000E+006 0.95510187887678E-003 0.28194714054151E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.35974927907701E+003 0.35756819859801E-005
  29 -.27759287440651E-001 0.10631826408698E-004 0.10642765325485E-015 0.18662774046121E-015 0.22364859898354E+000 0.60365951592515E-011 0.44356227481197E-002 0.40995259175679E-005 0.20317618275507E-019 0.12941822043492E-020 0.82713193361616E-010 0.25864537209898E-001 0.45088703415074E-003 0.11677230940833E-002 0.16177029170689E-014 0.21503422862616E-004 0.39603937961308E-010 0.84825182004160E-005 0.24845402614790E-013 0.67249795191197E-005 -.47404869589093E-021 0.33894120107727E-009 0.74438118818998E+000 -.18530283481812E-025 0.36352972360802E+003 0.50231375156131E-002 -.12335040748043E+003 0.28366051540586E-001 0.10132500000000E+006 0.94512575492878E-003 0.28193408691735E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.36352972360802E+003 0.45715132666316E-005
  30 -.24279586284999E-001 0.10877923377632E-004 0.14388086683900E-015 0.24741492340713E-015 0.22341537424193E+000 0.73521782971725E-011 0.46841449036777E-002 0.43653767654077E-005 0.29719856066448E-019 0.19121017881644E-020 0.10062524875884E-009 0.25747944705288E-001 0.48039487339447E-003 0.12666981504431E-002 0.21400107370711E-014 0.23328417519547E-004 0.49972326005664E-010 0.91917975672046E-005 0.32355403889046E-013 0.73388517113044E-005 -.50405093709765E-021 0.36125479366953E-009 0.74435034023909E+000 -.19894318658336E-025 0.36737089584158E+003 0.50231375156131E-002 -.12308443326378E+003 0.28366051540586E-001 0.10132500000000E+006 0.93519945713425E-003 0.28192075905784E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.36737089584158E+003 0.58092050953906E-005
  31 -.20915879146491E-001 0.11121625172314E-004 0.19321869761693E-015 0.32676550656123E-015 0.22317437458623E+000 0.89155426240117E-011 0.49352882127771E-002 0.46364579311034E-005 0.43171349468041E-019 0.28051613579207E-020 0.12208668788607E-009 0.25631175186917E-001 0.51051115127766E-003 0.13693765466918E-002 0.28094367620105E-014 0.25221387373898E-004 0.62666110386210E-010 0.99271462430140E-005 0.41815517380018E-013 0.79797098643546E-005 -.53579930457687E-021 0.38403369905959E-009 0.74432038741177E+000 -.21144367004808E-025 0.37127093447467E+003 0.50231375156131E-002 -.12282253398619E+003 0.28366051540586E-001 0.10132500000000E+006 0.92533100864878E-003 0.28190717520168E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.37127093447467E+003 0.73392079562493E-005
  32 -.17659047148081E-001 0.11363155215575E-004 0.25782864926069E-015 0.43002066264188E-015 0.22292577469129E+000 0.10766085467166E-010 0.51889314786355E-002 0.49126256425038E-005 0.62285264064328E-019 0.40869349976446E-020 0.14772327718364E-009 0.25514236671477E-001 0.54122099333793E-003 0.14757168630693E-002 0.36617938898503E-014 0.27181509191810E-004 0.78115570423227E-010 0.10688292198955E-004 0.53656251911560E-013 0.86474731393794E-005 -.56929161165874E-021 0.40726636783129E-009 0.74429132560288E+000 -.22353766403439E-025 0.37522774060740E+003 0.50231375156131E-002 -.12256471435639E+003 0.28366051540586E-001 0.10132500000000E+006 0.91552843144906E-003 0.28189335386597E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.37522774060740E+003 0.92205965223576E-005
