[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  0.50, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
  66 0.59679951207730E-001 0.18968886643461E-004 0.42301488146378E-012 0.13056247094109E-011 0.21097340963229E+000 0.11316399714611E-008 0.14724730251363E-001 0.16550415032336E-004 0.70962486201065E-015 0.59344610364729E-016 0.22384182658820E-007 0.21444535288848E-001 0.18578241753432E-002 0.69631368957572E-002 0.20699520029246E-011 0.12769306733875E-003 0.11452184379635E-007 0.49952286695067E-004 0.20519886976415E-010 0.46293889860883E-004 -.20086176434515E-020 0.14044403097922E-008 0.74377686881406E+000 -.62988562123182E-025 0.53249138069819E+003 0.50231375156131E-002 -.11598889962651E+003 0.28366051540586E-001 0.10132500000000E+006 0.64395010690138E-003 0.28137328742128E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.53249138069819E+003 0.22510277120766E-002
  67 0.61421616805087E-001 0.19185196736751E-004 0.51003278390771E-012 0.16187361432831E-011 0.21053877223394E+000 0.12534239890267E-008 0.15023843110552E-001 0.16944952033621E-004 0.87497298525541E-015 0.73501770616335E-016 0.25090531259001E-007 0.21320465000785E-001 0.19031974673211E-002 0.71731681392514E-002 0.23754550086962E-011 0.13151051182708E-003 0.12614328100288E-007 0.51461697725322E-004 0.23399612133731E-010 0.47818283553939E-004 -.20874088574592E-020 0.14387977361698E-008 0.74377359298129E+000 -.62964031468411E-025 0.53759931791123E+003 0.50231375156131E-002 -.11584726091388E+003 0.28366051540586E-001 0.10132500000000E+006 0.63779735735662E-003 0.28135814187578E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.53759931791123E+003 0.25326780137928E-002
  68 0.63145555010943E-001 0.19401317219506E-004 0.61550381913903E-012 0.20058010589632E-011 0.21010027222386E+000 0.13865467237133E-008 0.15323707196478E-001 0.17341803280152E-004 0.10761252208863E-014 0.90794278931982E-016 0.28084456460530E-007 0.21196076223084E-001 0.19488905769915E-002 0.73856564139417E-002 0.27213976827268E-011 0.13536974305652E-003 0.13866878326098E-007 0.52989407733166E-004 0.26647333174602E-010 0.49365198780984E-004 -.21750072512064E-020 0.14733956769476E-008 0.74377088505231E+000 -.62617143468960E-025 0.54272698942571E+003 0.50231375156131E-002 -.11570779705077E+003 0.28366051540586E-001 0.10132500000000E+006 0.63173761063589E-003 0.28134306566150E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.54272698942571E+003 0.28449811637671E-002
  69 0.64852439243444E-001 0.19617269319246E-004 0.74359584090248E-012 0.24840805205858E-011 0.20965793614303E+000 0.15319361113113E-008 0.15624325857808E-001 0.17740943192657E-004 0.13203048095941E-014 0.11186782876997E-015 0.31392708093741E-007 0.21071356394436E-001 0.19949028029643E-002 0.76005937907331E-002 0.31126296756659E-011 0.13927040587334E-003 0.15214324540918E-007 0.54535382908941E-004 0.30307301838450E-010 0.50934639892876E-004 -.22716873401965E-020 0.15082335413572E-008 0.74376873668599E+000 -.61872757855548E-025 0.54787428062349E+003 0.50231375156131E-002 -.11557042746327E+003 0.28366051540586E-001 0.10132500000000E+006 0.62576904590156E-003 0.28132806090733E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.54787428062349E+003 0.31908494751266E-002
  70 0.66542715053785E-001 0.19833048444590E-004 0.89944569467847E-012 0.30747327756279E-011 0.20921184041549E+000 0.16905726140016E-008 0.15925668027314E-001 0.18142299166394E-004 0.16160639822906E-014 0.13748916398023E-015 0.35043795625118E-007 0.20946307660629E-001 0.20412281910955E-002 0.78179478876950E-002 0.35544901447899E-011 0.14321168725139E-003 0.16660980224029E-007 0.56099412818591E-004 0.34428634732823E-010 0.52526431028385E-004 -.23774840964382E-020 0.15433067659845E-008 0.74376713995845E+000 -.61059538920852E-025 0.55304049252532E+003 0.50231375156131E-002 -.11543508734763E+003 0.28366051540586E-001 0.10132500000000E+006 0.61989054414291E-003 0.28131313136085E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.55304049252532E+003 0.35733994989036E-002
  71 0.68216643957790E-001 0.20048628540381E-004 0.10893734216365E-011 0.38036313552962E-011 0.20876210476462E+000 0.18634901670128E-008 0.16227673673435E-001 0.18545758031253E-004 0.19734979937752E-014 0.16856590372205E-015 0.39068011047819E-007 0.20820944614047E-001 0.20878562620727E-002 0.80376647675980E-002 0.40528444585921E-011 0.14719236976160E-003 0.18210924728014E-007 0.57681130869768E-004 0.39065810486148E-010 0.54140234779021E-004 -.24921720497563E-020 0.15786073665751E-008 0.74376608702719E+000 -.60021304290901E-025 0.55822443166593E+003 0.50231375156131E-002 -.11530172394656E+003 0.28366051540586E-001 0.10132500000000E+006 0.61410152651234E-003 0.28129828206091E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.55822443166593E+003 0.39959579809701E-002
  72 0.69874575437704E-001 0.20263996539859E-004 0.13211717854156E-011 0.47024714056287E-011 0.20830882142361E+000 0.20518049777498E-008 0.16530301759201E-001 0.18951229732292E-004 0.24045543973759E-014 0.20617487485933E-015 0.43498101561245E-007 0.20695274389666E-001 0.21347793688238E-002 0.82597033867884E-002 0.46142073094722E-011 0.15121145585922E-003 0.19868186849668E-007 0.59280262108173E-004 0.44280001757500E-010 0.55775804036540E-004 -.26152733603851E-020 0.16141295085480E-008 0.74376556983649E+000 -.58702655426497E-025 0.56342523191194E+003 0.50231375156131E-002 -.11517027486694E+003 0.28366051540586E-001 0.10132500000000E+006 0.60840101328080E-003 0.28128351695416E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.56342523191194E+003 0.44621368391797E-002
  73 0.71516921558429E-001 0.20479149517285E-004 0.16044346571537E-011 0.58100321721290E-011 0.20785206003364E+000 0.22567226806790E-008 0.16833526445340E-001 0.19358642492735E-004 0.29233580974499E-014 0.25159213386885E-015 0.48369456470894E-007 0.20569298222262E-001 0.21819921679570E-002 0.84840333754884E-002 0.52458171817334E-011 0.15526812597153E-003 0.21636713403120E-007 0.60896607398926E-004 0.50139989478862E-010 0.57432966963444E-004 -.27460619279487E-020 0.16498691063718E-008 0.74376558028740E+000 -.58104402336237E-025 0.56864229113738E+003 0.50231375156131E-002 -.11504067047864E+003 0.28366051540586E-001 0.10132500000000E+006 0.60278772802648E-003 0.28126883911602E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.56864229113738E+003 0.49758582984994E-002
  74 0.73144006492987E-001 0.20694075064979E-004 0.19509192096846E-011 0.71735752412185E-011 0.20739190896309E+000 0.24795275221467E-008 0.17137309465181E-001 0.19767905705675E-004 0.35465373605671E-014 0.30632334639419E-015 0.53719856319627E-007 0.20443022907929E-001 0.22294873415895E-002 0.87106148192082E-002 0.59556597604444E-011 0.15936137165672E-003 0.23520177887215E-007 0.62529897796744E-004 0.56722649426323E-010 0.59111478118758E-004 -.28835674806492E-020 0.16858205848650E-008 0.74376611029747E+000 -.57348614009782E-025 0.57387479661840E+003 0.50231375156131E-002 -.11491284605606E+003 0.28366051540586E-001 0.10132500000000E+006 0.59726062230139E-003 0.28125425210371E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.57387479661840E+003 0.55413345574825E-002
  75 0.74756144527756E-001 0.20908761236660E-004 0.23750035584233E-011 0.88506262451608E-011 0.20692845465675E+000 0.27215966729996E-008 0.17441613989042E-001 0.20178928332141E-004 0.42936600372655E-014 0.37214411021229E-015 0.59589802644090E-007 0.20316455041101E-001 0.22772577388695E-002 0.89394083550613E-002 0.67525715919181E-011 0.16349017775956E-003 0.25522006202346E-007 0.64179867198872E-004 0.64114229909141E-010 0.60811092562870E-004 -.30266085484085E-020 0.17219785005131E-008 0.74376715175460E+000 -.56638189067090E-025 0.57912196306046E+003 0.50231375156131E-002 -.11478673572633E+003 0.28366051540586E-001 0.10132500000000E+006 0.59181861198456E-003 0.28123975927687E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.57912196306046E+003 0.61631093190369E-002
  76 0.76353672978428E-001 0.21123200923702E-004 0.28942241177717E-011 0.10911093721078E-010 0.20646177207447E+000 0.29844131057231E-008 0.17746410811919E-001 0.20591627183232E-004 0.51877416009552E-014 0.45114696508889E-015 0.66022815338387E-007 0.20189598428971E-001 0.23252973585452E-002 0.91703799304068E-002 0.76463511656993E-011 0.16765360727120E-003 0.27645376013136E-007 0.65846286671666E-004 0.72411747043276E-010 0.62531601398389E-004 -.31738352769616E-020 0.17583382851320E-008 0.74376869656743E+000 -.55924095239424E-025 0.58438313962361E+003 0.50231375156131E-002 -.11466227008774E+003 0.28366051540586E-001 0.10132500000000E+006 0.58646047360412E-003 0.28122536351160E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.58438313962361E+003 0.68460969677159E-002
  77 0.77936886339325E-001 0.21337383024602E-004 0.35298695538469E-011 0.13439648357071E-010 0.20599194376225E+000 0.32695637189798E-008 0.18051665796548E-001 0.21005909838035E-004 0.62557818111814E-014 0.54579130453551E-015 0.73065361979928E-007 0.20062459303924E-001 0.23735993825610E-002 0.94034914082127E-002 0.86478297929512E-011 0.17185063086784E-003 0.29893087837441E-007 0.67528896686261E-004 0.81724058987963E-010 0.64272762017633E-004 -.33237738396470E-020 0.17948947574929E-008 0.74377073663381E+000 -.55206456598564E-025 0.58965759351346E+003 0.50231375156131E-002 -.11453938154465E+003 0.28366051540586E-001 0.10132500000000E+006 0.58118507251845E-003 0.28121106780353E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.58965759351346E+003 0.75955835889627E-002
  78 0.79506030863975E-001 0.21551291468873E-004 0.43076669373306E-011 0.16538523983708E-010 0.20551906240809E+000 0.35787442402189E-008 0.18357338354113E-001 0.21421672346709E-004 0.75293959980972E-014 0.65896202919001E-015 0.80766932970245E-007 0.19935046956156E-001 0.24221559194154E-002 0.96386992546874E-002 0.97689707618979E-011 0.17608010288920E-003 0.32267493064396E-007 0.69227397549841E-004 0.92173250412233E-010 0.66034287811534E-004 -.34748842209609E-020 0.18316419293214E-008 0.74377326378786E+000 -.54485412020767E-025 0.59494448324563E+003 0.50231375156131E-002 -.11441800484711E+003 0.28366051540586E-001 0.10132500000000E+006 0.57599138259625E-003 0.28119687533051E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.59494448324563E+003 0.84172440265179E-002
  79 0.81061048048730E-001 0.21764869599434E-004 0.52583837653635E-011 0.20330065110183E-010 0.20504331093391E+000 0.39137070946887E-008 0.18663330217741E-001 0.21838729098662E-004 0.90452636967069E-014 0.79401225382056E-015 0.89178663157051E-007 0.19807395116905E-001 0.24709498010831E-002 0.98759145029080E-002 0.11022759971515E-010 0.18034004260720E-003 0.34770000506602E-007 0.70941159983848E-004 0.10389411104453E-009 0.67815546562126E-004 -.36255995231792E-020 0.18685667980493E-008 0.74377626920815E+000 -.53761236548981E-025 0.60024197080197E+003 0.50231375156131E-002 -.11429809700260E+003 0.28366051540586E-001 0.10132500000000E+006 0.57087932720010E-003 0.28118279178920E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.60024197080197E+003 0.93170038783992E-002
  80 0.82602050946658E-001 0.21978084771475E-004 0.64188814796541E-011 0.24961189941925E-010 0.20456482037993E+000 0.42763568859956E-008 0.18969577573660E-001 0.22256937880597E-004 0.10846284002532E-013 0.95486924477225E-015 0.98355620916484E-007 0.19679523575696E-001 0.25199691854296E-002 0.10115073334750E-001 0.12423643502037E-010 0.18462890412883E-003 0.37401716050884E-007 0.72669734632458E-004 0.11703873044551E-009 0.69616088038539E-004 -.37744392705058E-020 0.19056603982265E-008 0.74377974410087E+000 -.53034123804157E-025 0.60554881435634E+003 0.50231375156131E-002 -.11417960049673E+003 0.28366051540586E-001 0.10132500000000E+006 0.56584820054691E-003 0.28116882109507E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.60554881435634E+003 0.10301293170797E-001
  81 0.84130121083149E-001 0.22191040687157E-004 0.78339838337395E-011 0.30611271276693E-010 0.20408341303623E+000 0.46689887604827E-008 0.19276213423541E-001 0.22676422558351E-004 0.12983888339404E-013 0.11462449998972E-014 0.10836283914307E-006 0.19551370227977E-001 0.25692337965645E-002 0.10356266253503E-001 0.13988618512058E-010 0.18894788420265E-003 0.40164961412787E-007 0.74413786700008E-004 0.13178733657006E-009 0.71436622702612E-004 -.39201493978601E-020 0.19429376553947E-008 0.74378368218137E+000 -.52303797700559E-025 0.61086718859609E+003 0.50231375156131E-002 -.11406238251060E+003 0.28366051540586E-001 0.10132500000000E+006 0.56089411765155E-003 0.28115495814638E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.61086718859609E+003 0.11377706977105E-001
  82 0.85646173550645E-001 0.22403822325551E-004 0.95572141847723E-011 0.37495726463048E-010 0.20359894575092E+000 0.50940838529317E-008 0.19583345841089E-001 0.23097270996605E-004 0.15518484343567E-013 0.13736809265960E-014 0.11927015405787E-006 0.19422883471093E-001 0.26187596840088E-002 0.10599567310619E-001 0.15736665161438E-010 0.19329784881575E-003 0.43061504705394E-007 0.76173862713513E-004 0.14834371520295E-009 0.73277742496331E-004 -.40616425645170E-020 0.19804107163854E-008 0.74378807777762E+000 -.51570036811522E-025 0.61619884843341E+003 0.50231375156131E-002 -.11394632278616E+003 0.28366051540586E-001 0.10132500000000E+006 0.55601377066821E-003 0.28114119912013E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.61619884843341E+003 0.12554469080248E-001
  83 0.87150437414548E-001 0.22616421340717E-004 0.11651358590129E-010 0.45869188062826E-010 0.20311148332223E+000 0.55541511034891E-008 0.19890949487821E-001 0.23519385342730E-004 0.18519788672029E-013 0.16435820406358E-014 0.13114798493432E-006 0.19294067673839E-001 0.26685415524882E-002 0.10844946502368E-001 0.17688238631239E-010 0.19767777040580E-003 0.46091373700369E-007 0.77949756054566E-004 0.16693103516139E-009 0.75139253516492E-004 -.41979931009527E-020 0.20180755813731E-008 0.74379292382085E+000 -.50832937160304E-025 0.62154324076818E+003 0.50231375156131E-002 -.11383135319639E+003 0.28366051540586E-001 0.10132500000000E+006 0.55120606983738E-003 0.28112754621876E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.62154324076818E+003 0.13839988307260E-001
  84 0.88643266514247E-001 0.22828848436126E-004 0.14190551812798E-010 0.56035109718140E-010 0.20262104574287E+000 0.60519396932696E-008 0.20199027116835E-001 0.23942702493514E-004 0.22069498763367E-013 0.19634616240175E-014 0.14407259398859E-006 0.19164915707172E-001 0.27185786471359E-002 0.11092396217830E-001 0.19866292066498E-010 0.20208699280849E-003 0.49254225341185E-007 0.79741421015530E-004 0.18780209273087E-009 0.77021128761234E-004 -.43285457999035E-020 0.20559316913190E-008 0.74379821376203E+000 -.50092529575092E-025 0.62690030400156E+003 0.50231375156131E-002 -.11371739541712E+003 0.28366051540586E-001 0.10132500000000E+006 0.54646950556639E-003 0.28111400032886E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.62690030400156E+003 0.15243436074255E-001
  85 0.90124770319902E-001 0.23041080891379E-004 0.17261205016969E-010 0.68351183290634E-010 0.20212772912062E+000 0.65903349179628E-008 0.20507533501468E-001 0.24367089428756E-004 0.26262335938879E-013 0.23420404051870E-014 0.15812322511943E-006 0.19035440815138E-001 0.27688624133207E-002 0.11341870284078E-001 0.22296029736441E-010 0.20652414317386E-003 0.52548537231811E-007 0.81548531474595E-004 0.21123752132694E-009 0.78923044772697E-004 -.44528970913021E-020 0.20939725919384E-008 0.74380394030039E+000 -.49348960211963E-025 0.63226914552375E+003 0.50231375156131E-002 -.11360438929246E+003 0.28366051540586E-001 0.10132500000000E+006 0.54180332499379E-003 0.28110056437892E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.63226914552375E+003 0.16774448406994E-001
  86 0.91594869668448E-001 0.23253069450116E-004 0.20963281323415E-010 0.83236654532862E-010 0.20163169214753E+000 0.71723603581158E-008 0.20816384900459E-001 0.24792355748378E-004 0.31207814487940E-013 0.27894113002163E-014 0.17338192501634E-006 0.18905672742140E-001 0.28193779103793E-002 0.11593290397472E-001 0.25005089375371E-010 0.21098725124578E-003 0.55971583803424E-007 0.83370526861591E-004 0.23754790965331E-009 0.80844427078989E-004 -.45708990202623E-020 0.21321870047693E-008 0.74381009524679E+000 -.48602466511098E-025 0.63764820325655E+003 0.50231375156131E-002 -.11349228865008E+003 0.28366051540586E-001 0.10132500000000E+006 0.53720733341069E-003 0.28108724283449E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.63764820325655E+003 0.18443114173183E-001
  87 0.93053634107182E-001 0.23464786557660E-004 0.25412484626303E-010 0.10118391067365E-009 0.20113304414845E+000 0.78013098161287E-008 0.21125529126256E-001 0.25218350014390E-004 0.37033450365551E-013 0.33173351314956E-014 0.18993677384868E-006 0.18775628334688E-001 0.28701152243359E-002 0.11846602709984E-001 0.28024369470315E-010 0.21547475588323E-003 0.59520155585971E-007 0.85207021956344E-004 0.26708207657119E-009 0.82784881088068E-004 -.46826645220376E-020 0.21705674614619E-008 0.74381667081024E+000 -.47853209411108E-025 0.64303646491690E+003 0.50231375156131E-002 -.11338103570419E+003 0.28366051540586E-001 0.10132500000000E+006 0.53268083260155E-003 0.28107403864020E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.64303646491690E+003 0.20260335898331E-001
  88 0.94501499680845E-001 0.23676258969902E-004 0.30743094339746E-010 0.12277344292872E-009 0.20063176586039E+000 0.84808930478746E-008 0.21434993658899E-001 0.25645026286863E-004 0.43888980108755E-013 0.39396295980679E-014 0.20788553762534E-006 0.18645291185790E-001 0.29210774953306E-002 0.12101818498633E-001 0.31389057174141E-010 0.21998621819229E-003 0.63191189668789E-007 0.87058102269556E-004 0.30023740294199E-009 0.84744506775034E-004 -.47885392163280E-020 0.22091163750751E-008 0.74382366093653E+000 -.47101156779994E-025 0.64843430974069E+003 0.50231375156131E-002 -.11327054456987E+003 0.28366051540586E-001 0.10132500000000E+006 0.52822197304957E-003 0.28106095126261E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.64843430974069E+003 0.22238243516330E-001
  89 0.95939067521787E-001 0.23887539724656E-004 0.37110072353481E-010 0.14868681831234E-009 0.20012777244138E+000 0.92152219126786E-008 0.21744845339618E-001 0.26072388709220E-004 0.51949887371571E-013 0.46724971514170E-014 0.22733511328352E-006 0.18514628428544E-001 0.29722744669563E-002 0.12358982708732E-001 0.35138986116485E-010 0.22452175325598E-003 0.66981412461185E-007 0.88924096683788E-004 0.33746363552826E-009 0.86723661843698E-004 -.48890270683297E-020 0.22478411591278E-008 0.74383106083651E+000 -.46346178500427E-025 0.65384280963975E+003 0.50231375156131E-002 -.11316071666901E+003 0.28366051540586E-001 0.10132500000000E+006 0.52382841275956E-003 0.28104797853932E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.65384280963975E+003 0.24390150479170E-001
  90 0.97366216982844E-001 0.24098577305194E-004 0.44686832887005E-010 0.17970290763167E-009 0.19962122660673E+000 0.10008363742916E-007 0.22054998262894E-001 0.26500226367479E-004 0.61415977957994E-013 0.55344022530219E-014 0.24838940543580E-006 0.18383671782358E-001 0.30236906914493E-002 0.12618014017188E-001 0.39316696915318E-010 0.22907921016776E-003 0.70884952639165E-007 0.90804416648650E-004 0.37924345687106E-009 0.88721729177502E-004 -.49846674576057E-020 0.22867301793084E-008 0.74383886226724E+000 -.45588515294571E-025 0.65926037447350E+003 0.50231375156131E-002 -.11305150870218E+003 0.28366051540586E-001 0.10132500000000E+006 0.51950001846633E-003 0.28103512468585E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.65926037447350E+003 0.26729220814562E-001
  91 0.98782384382614E-001 0.24309253971658E-004 0.53665589623573E-010 0.21670516995672E-009 0.19911245353341E+000 0.10864370097753E-007 0.22365268648855E-001 0.26928188979124E-004 0.72514055823403E-013 0.65463195765729E-014 0.27114970474120E-006 0.18252494747031E-001 0.30752942546072E-002 0.12878747116051E-001 0.43967700466170E-010 0.23365493927604E-003 0.74893807347619E-007 0.92697861361560E-004 0.42609397768075E-009 0.90737432729701E-004 -.50759962034287E-020 0.23257593564583E-008 0.74384705404957E+000 -.44828649455744E-025 0.66468370218036E+003 0.50231375156131E-002 -.11294291181094E+003 0.28366051540586E-001 0.10132500000000E+006 0.51523794819195E-003 0.28102239773397E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.66468370218036E+003 0.29268496958752E-001
  92 0.10018770797681E+000 0.24519555673530E-004 0.64265085741974E-010 0.26072037863101E-009 0.19860153157718E+000 0.11787946930144E-007 0.22675624852505E-001 0.27356132218322E-004 0.85510256010574E-013 0.77328646279270E-014 0.29573221283927E-006 0.18121106972110E-001 0.31270782995249E-002 0.13141142253668E-001 0.49144416592497E-010 0.23824747514272E-003 0.79001078387158E-007 0.94604139129284E-004 0.47860523537472E-009 0.92770455464552E-004 -.51635545973695E-020 0.23649235728060E-008 0.74385562854839E+000 -.44066692068733E-025 0.67011214775445E+003 0.50231375156131E-002 -.11283486395672E+003 0.28366051540586E-001 0.10132500000000E+006 0.51104119628735E-003 0.28100979922839E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.67011214775445E+003 0.32022848930046E-001
  93 0.10158351744143E+000 0.24729649033476E-004 0.76740709073406E-010 0.31296971689414E-009 0.19808809602447E+000 0.12785014054828E-007 0.22986302891642E-001 0.27784276948927E-004 0.10072564964054E-012 0.91237298807124E-014 0.32228269543079E-006 0.17989404821176E-001 0.31790808042116E-002 0.13405387706636E-001 0.54910180770788E-010 0.24285929289106E-003 0.83202838986231E-007 0.96524614043582E-004 0.53748055034035E-009 0.94822246276247E-004 -.52478543487671E-020 0.24042516256873E-008 0.74386458601566E+000 -.43302093899052E-025 0.67554975489712E+003 0.50231375156131E-002 -.11272721151241E+003 0.28366051540586E-001 0.10132500000000E+006 0.50690523260398E-003 0.28099731993546E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.67554975489712E+003 0.35010649031264E-001
  94 0.10297089832907E+000 0.24939668514178E-004 0.91379744635290E-010 0.37486036034700E-009 0.19757185095984E+000 0.13861946560903E-007 0.23297493430513E-001 0.28212777037228E-004 0.11853458354752E-012 0.10753545766202E-013 0.35095590817002E-006 0.17857303546182E-001 0.32313326416018E-002 0.13671637909890E-001 0.61335941979112E-010 0.24749219665104E-003 0.87494169845030E-007 0.98460404755461E-004 0.60350257938581E-009 0.96893998410205E-004 -.53292425646624E-020 0.24437669437893E-008 0.74387392657961E+000 -.42534411756573E-025 0.68099978675762E+003 0.50231375156131E-002 -.11261981914210E+003 0.28366051540586E-001 0.10132500000000E+006 0.50282634587446E-003 0.28098495278912E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.68099978675762E+003 0.38251503838045E-001
  95 0.10434958506652E+000 0.25149546272975E-004 0.10848836289315E-009 0.44794188407240E-009 0.19705299358004E+000 0.15024599764410E-007 0.23609088397606E-001 0.28641370921928E-004 0.13935441803106E-012 0.12660947375553E-013 0.38188917228402E-006 0.17724845179436E-001 0.32838147067180E-002 0.13939793544495E-001 0.68494834759215E-010 0.25214351364511E-003 0.91865515878264E-007 0.10041078400555E-003 0.67747530220187E-009 0.98984929093356E-004 -.54078166126204E-020 0.24834551682981E-008 0.74388364188247E+000 -.41763936354501E-025 0.68646028093777E+003 0.50231375156131E-002 -.11251265625081E+003 0.28366051540586E-001 0.10132500000000E+006 0.49880483278988E-003 0.28097270270472E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.68646028093777E+003 0.41763259933592E-001
  96 0.10571914839377E+000 0.25359188654025E-004 0.12839878828428E-009 0.53394753242730E-009 0.19653178844406E+000 0.16279006764828E-007 0.23920940813845E-001 0.29069741083863E-004 0.16366098448015E-012 0.14889992631747E-013 0.41522059300756E-006 0.17592088731122E-001 0.33365011024963E-002 0.14209719605188E-001 0.76466410297598E-010 0.25680992668730E-003 0.96306125785170E-007 0.10237476201736E-003 0.76026401738591E-009 0.10109396395882E-003 -.54834918815952E-020 0.25232968159855E-008 0.74389372189261E+000 -.40991055707066E-025 0.69192859082946E+003 0.50231375156131E-002 -.11240570615157E+003 0.28366051540586E-001 0.10132500000000E+006 0.49484142113682E-003 0.28096057589341E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.69192859082946E+003 0.45564024976912E-001
  97 0.10707970718100E+000 0.25568585375939E-004 0.15148019869421E-009 0.63485456677291E-009 0.19600829545259E+000 0.17632048955584E-007 0.24233027330727E-001 0.29497738227083E-004 0.19200971331995E-012 0.17492106020397E-013 0.45110652369851E-006 0.17459040971706E-001 0.33893866291511E-002 0.14481386364726E-001 0.85341487427855E-010 0.26148991043394E-003 0.10080647883271E-006 0.10435211219806E-003 0.85284281744623E-009 0.10322083856822E-003 -.55560520102620E-020 0.25632880669263E-008 0.74390416023323E+000 -.40215852972353E-025 0.69740423647695E+003 0.50231375156131E-002 -.11229891054249E+003 0.28366051540586E-001 0.10132500000000E+006 0.49093521743115E-003 0.28094857356307E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.69740423647695E+003 0.49674156933874E-001
  98 0.10843153673535E+000 0.25777751046285E-004 0.17813752702094E-009 0.75289535479428E-009 0.19548251145073E+000 0.19091245997052E-007 0.24545362019468E-001 0.29925262940326E-004 0.22504358708550E-012 0.20526816474531E-013 0.48971551160054E-006 0.17325692885393E-001 0.34424724270635E-002 0.14754796760938E-001 0.95221809424144E-010 0.26618245531575E-003 0.10535723063706E-006 0.10634284362580E-003 0.95628837656828E-009 0.10536553587936E-003 -.56251528155481E-020 0.26034299068713E-008 0.74391495185739E+000 -.39438318738108E-025 0.70288739706753E+003 0.50231375156131E-002 -.11219219963066E+003 0.28366051540586E-001 0.10132500000000E+006 0.48708488234817E-003 0.28093669544431E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.70288739706753E+003 0.54115598875895E-001
