[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
  74 0.13669222942292E-001 0.57260297241639E-003 0.66955013531010E-006 0.87451578780961E-006 0.18640494747312E+000 0.93266461251989E-005 0.30507716145311E-001 0.14939538678720E-003 0.11959233739241E-007 0.10628040763206E-008 0.56502943315655E-004 0.38602990324682E-001 0.11744146117965E-001 0.75002301488372E-002 0.14623192261497E-006 0.53123125434465E-003 0.32222339833448E-004 0.39341507607059E-003 0.38967079708817E-005 0.75451531616086E-003 0.53141407830092E-015 0.71212262933098E-007 0.72273508661491E+000 -.81464753580961E-021 0.74079496519219E+003 0.43367742494133E-001 -.19153696487885E+003 0.55167226685516E-001 0.10132500000000E+006 0.44866429342139E-003 0.27273293907936E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.74079496519219E+003 0.10346311488540E+003
  75 0.13930658015845E-001 0.58022873120471E-003 0.73335746106599E-006 0.96909247115170E-006 0.18548132619689E+000 0.98670550195436E-005 0.31146843957648E-001 0.15050781169396E-003 0.13430816781273E-007 0.11943582706463E-008 0.60176294948469E-004 0.38303936206686E-001 0.12044713493536E-001 0.77309859139012E-002 0.16346001483628E-006 0.54426253295310E-003 0.31846771470591E-004 0.40542666236835E-003 0.41810130507611E-005 0.77693327256007E-003 0.58851220518448E-015 0.73042234288646E-007 0.72272681050872E+000 -.81431947343521E-021 0.75032058651098E+003 0.43367742494133E-001 -.19007718830567E+003 0.55167226685516E-001 0.10132500000000E+006 0.44285456721350E-003 0.27266290220355E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.75032058651098E+003 0.11073448432982E+003
  76 0.14190597288167E-001 0.58787155892271E-003 0.80152544154283E-006 0.10725184632823E-005 0.18454831140344E+000 0.10430292261634E-004 0.31789423821947E-001 0.15153218766073E-003 0.15066425754011E-007 0.13404030567781E-008 0.64051072241076E-004 0.38002833864072E-001 0.12348454223731E-001 0.79651730781892E-002 0.18253138978850E-006 0.55732561150320E-003 0.31409042653524E-004 0.41760882635389E-003 0.44807714759558E-005 0.79945981402974E-003 0.65244841728077E-015 0.74892219193225E-007 0.72271948655718E+000 -.81295695062314E-021 0.75989248231313E+003 0.43367742494133E-001 -.18859916305939E+003 0.55167226685515E-001 0.10132500000000E+006 0.43716357742334E-003 0.27259267530876E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.75989248231313E+003 0.11839113044044E+003
  77 0.14449125938630E-001 0.59553218453765E-003 0.87424536636626E-006 0.11854481299445E-005 0.18360584118146E+000 0.11017624862577E-004 0.32435509255234E-001 0.15247336566149E-003 0.16884003879896E-007 0.15024712649606E-008 0.68137775776879E-004 0.37699623827692E-001 0.12655399762789E-001 0.82028277654551E-002 0.20363124170490E-006 0.57041519194571E-003 0.30912993480194E-004 0.42996290108936E-003 0.47967430750594E-005 0.82207537773520E-003 0.72409889471815E-015 0.76762477124605E-007 0.72271311557551E+000 -.81635199897135E-021 0.76951102171889E+003 0.43367742494133E-001 -.18710274579329E+003 0.55167226685515E-001 0.10132500000000E+006 0.43158771109217E-003 0.27252225728927E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.76951102171889E+003 0.12645345566475E+003
  78 0.14706321237435E-001 0.60321117987368E-003 0.95171411354338E-006 0.13085651667949E-005 0.18265386541003E+000 0.11630475005906E-004 0.33085143194408E-001 0.15333648178694E-003 0.18903627392786E-007 0.16822711271450E-008 0.72447400586773E-004 0.37394252524181E-001 0.12965577107089E-001 0.84439837106722E-002 0.22696242508648E-006 0.58352550800333E-003 0.30362931395268E-004 0.44249006292104E-003 0.51297338398894E-005 0.84475886549020E-003 0.80445626362853E-015 0.78653245322365E-007 0.72270769893387E+000 -.81797359808967E-021 0.77917641819070E+003 0.43367742494133E-001 -.18558783688390E+003 0.55167226685515E-001 0.10132500000000E+006 0.42612358908073E-003 0.27245164793141E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.77917641819070E+003 0.13494361255105E+003
  79 0.14962242464913E-001 0.61090864234603E-003 0.10341311752232E-005 0.14425766227356E-005 0.18169238628705E+000 0.12270404542394E-004 0.33738330862499E-001 0.15412689100889E-003 0.21147679951751E-007 0.18816994718157E-008 0.76991240144865E-004 0.37086685044061E-001 0.13278995593438E-001 0.86886618895615E-002 0.25274579008359E-006 0.59664981761449E-003 0.29763611879389E-004 0.45519079030095E-003 0.54805794341650E-005 0.86748665247130E-003 0.89464133542357E-015 0.80564658543562E-007 0.72270323864602E+000 -.81818032424443E-021 0.78888832545667E+003 0.43367742494133E-001 -.18405444719411E+003 0.55167226685515E-001 0.10132500000000E+006 0.42076826804532E-003 0.27238085083793E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.78888832545667E+003 0.14388521597747E+003
  80 0.15216941974778E-001 0.61862450781496E-003 0.11217018638487E-005 0.15882163464707E-005 0.18072142100100E+000 0.12939147885342E-004 0.34395065876430E-001 0.15485017009261E-003 0.23641209216109E-007 0.21028708586320E-008 0.81781026656371E-004 0.36776892926991E-001 0.13595659053580E-001 0.89368798179486E-002 0.28122233796590E-006 0.60978098353053E-003 0.29120164657393E-004 0.46806534497842E-003 0.58501538958132E-005 0.89023346982646E-003 0.99592279093301E-015 0.82496823336894E-007 0.72269973697325E+000 -.81743409398951E-021 0.79864622609402E+003 0.43367742494133E-001 -.18250264121612E+003 0.55167226685515E-001 0.10132500000000E+006 0.41551899055218E-003 0.27230987055465E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.79864622609402E+003 0.15330370735731E+003
  81 0.15470478436543E-001 0.62635894506917E-003 0.12146427520784E-005 0.17462526917221E-005 0.17974095222103E+000 0.13638658058402E-004 0.35055363835919E-001 0.15551210547603E-003 0.26412400243622E-007 0.23481566456973E-008 0.86829174490974E-004 0.36464838294917E-001 0.13915581976051E-001 0.91886642498223E-002 0.31265635009369E-006 0.62291219720454E-003 0.28437991456733E-004 0.48111442713331E-003 0.62393853626284E-005 0.91297353220075E-003 0.11097427084294E-014 0.84449917004741E-007 0.72269719624354E+000 -.82767579689643E-021 0.80844992971887E+003 0.43367742494133E-001 -.18093246008103E+003 0.55167226685515E-001 0.10132500000000E+006 0.41037291214650E-003 0.27223870893846E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.80844992971887E+003 0.16322690626387E+003
  82 0.15722915731742E-001 0.63411232484997E-003 0.13131832841344E-005 0.19174904541950E-005 0.17875093089492E+000 0.14371120725794E-004 0.35719260047183E-001 0.15611862971014E-003 0.29493002471890E-007 0.26202193854513E-008 0.92148798786388E-004 0.36150474807594E-001 0.14238788636086E-001 0.94440507005959E-002 0.34733755812521E-006 0.63603697857518E-003 0.27722687084008E-004 0.49433914519593E-003 0.66492534619507E-005 0.93568039961673E-003 0.12377416168429E-014 0.86424182856582E-007 0.72269561902691E+000 -.84410495840863E-021 0.81829953699971E+003 0.43367742494133E-001 -.17934392790181E+003 0.55167226685514E-001 0.10132500000000E+006 0.40532713711522E-003 0.27216736543615E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.81829953699971E+003 0.17368510586827E+003
  83 0.15974314202556E-001 0.64188494974902E-003 0.14175641596817E-005 0.21027671287470E-005 0.17775131006809E+000 0.15138944072274E-004 0.36386786643296E-001 0.15667574454463E-003 0.32918700795698E-007 0.29220417607227E-008 0.97753552980616E-004 0.35833758410754E-001 0.14565302088909E-001 0.97030748993092E-002 0.38558223836173E-006 0.64914877524419E-003 0.26979982488040E-004 0.50774056802594E-003 0.70807717789080E-005 0.95832613585104E-003 0.13817826398707E-014 0.88419863536830E-007 0.72269500829077E+000 -.85777226191168E-021 0.82819509834735E+003 0.43367742494133E-001 -.17773710839499E+003 0.55167226685514E-001 0.10132500000000E+006 0.40037890069747E-003 0.27209583956369E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.82819509834735E+003 0.18471079942539E+003
  84 0.16224726306659E-001 0.64967691077108E-003 0.15280365212609E-005 0.23029500293361E-005 0.17674206370304E+000 0.15944755238770E-004 0.37057960230202E-001 0.15718946252848E-003 0.36729539628081E-007 0.32569597295849E-008 0.10365750569851E-003 0.35514653207861E-001 0.14895138030662E-001 0.99657679222117E-002 0.42773444371283E-006 0.66224078515860E-003 0.26215678605510E-004 0.52131946932366E-003 0.75349723966730E-005 0.98088085503519E-003 0.15439792867010E-014 0.90437163934836E-007 0.72269536736661E+000 -.87809731475480E-021 0.83813643005140E+003 0.43367742494133E-001 -.17611213814753E+003 0.55167226685514E-001 0.10132500000000E+006 0.39552565000895E-003 0.27202413221981E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.83813643005140E+003 0.19633846878307E+003
  85 0.16474197963652E-001 0.65748811768016E-003 0.16448632016642E-005 0.25189368546255E-005 0.17572318350661E+000 0.16791411340694E-004 0.37732784361634E-001 0.15766576167951E-003 0.40970454459825E-007 0.36287046036132E-008 0.10987512062377E-003 0.35193130342231E-001 0.15228305830283E-001 0.10232156961323E-001 0.47416791778643E-006 0.67530607723049E-003 0.25435562766718E-004 0.53507636408941E-003 0.80128973682002E-005 0.10033127912779E-002 0.17267295493003E-014 0.92476257872069E-007 0.72269669985047E+000 -.89774654870519E-021 0.84812315080866E+003 0.43367742494133E-001 -.17446922483517E+003 0.55167226685514E-001 0.10132500000000E+006 0.39076500919495E-003 0.27195224539906E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.84812315080866E+003 0.20860455855818E+003
  86 0.16722769692797E-001 0.66531832462038E-003 0.17683200412349E-005 0.27516564824755E-005 0.17469467617966E+000 0.17682009869401E-004 0.38411251662341E-001 0.15811053695398E-003 0.45691860475296E-007 0.40414494992865E-008 0.11642123067373E-003 0.34869167043413E-001 0.15564809423823E-001 0.10502266007380E-001 0.52528804889338E-006 0.68833770318167E-003 0.24645324906974E-004 0.54901154020462E-003 0.85155887357914E-005 0.10255883639540E-002 0.19327546547337E-014 0.94537293986217E-007 0.72269900952510E+000 -.91044500570581E-021 0.85815471299949E+003 0.43367742494133E-001 -.17280864619325E+003 0.55167226685514E-001 0.10132500000000E+006 0.38609475084613E-003 0.27188018194703E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.85815471299949E+003 0.22154742306366E+003
  87 0.16970474788340E-001 0.67316706312903E-003 0.18986957505599E-005 0.30020670947915E-005 0.17365657278611E+000 0.18619887665663E-004 0.39093337941321E-001 0.15852954514736E-003 0.50950240480252E-007 0.44998550583033E-008 0.12331092667948E-003 0.34542749507021E-001 0.15904644240605E-001 0.10776113351111E-001 0.58153318425151E-006 0.70132865306243E-003 0.23850485258175E-004 0.56312492554113E-003 0.90440710089038E-005 0.10476719926812E-002 0.21651403403470E-014 0.96620377323679E-007 0.72270230025715E+000 -.91680418127104E-021 0.86823031564885E+003 0.43367742494133E-001 -.17113076865729E+003 0.55167226685514E-001 0.10132500000000E+006 0.38151282373251E-003 0.27180794616746E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.86823031564885E+003 0.23520708907602E+003
  88 0.17217339688753E-001 0.68103364352341E-003 0.20362926206076E-005 0.32711558586148E-005 0.17260892932462E+000 0.19608625191232E-004 0.39779002178082E-001 0.15892835372558E-003 0.56808813603496E-007 0.50091215617912E-008 0.13055948408704E-003 0.34213873001207E-001 0.16247796998587E-001 0.11053711357077E-001 0.64337615276751E-006 0.71427192243507E-003 0.23056319500317E-004 0.57741607234809E-003 0.95993356714497E-005 0.10695261297608E-002 0.24273845731746E-014 0.98725568462095E-007 0.72270657588604E+000 -.93455371764578E-021 0.87834890466932E+003 0.43367742494133E-001 -.16943605189202E+003 0.55167226685514E-001 0.10132500000000E+006 0.37701733772300E-003 0.27173554380025E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.87834890466932E+003 0.24962507847713E+003
  89 0.17463391566392E-001 0.68891738901148E-003 0.21814315534437E-005 0.35599473958803E-005 0.17155179595764E+000 0.20652080960445E-004 0.40468206890852E-001 0.15931230038854E-003 0.63338459397253E-007 0.55750624884171E-008 0.13818250954889E-003 0.33882532172089E-001 0.16594255771089E-001 0.11335074595286E-001 0.71132772464132E-006 0.72716095264274E-003 0.22267766875517E-004 0.59188457068559E-003 0.10182341694500E-004 0.10911119441991E-002 0.27234603143640E-014 0.10085294572620E-006 0.72271184028389E+000 -.95467448633721E-021 0.88850947363748E+003 0.43367742494133E-001 -.16772500252712E+003 0.55167226685513E-001 0.10132500000000E+006 0.37260642098447E-003 0.27166297985824E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.88850947363748E+003 0.26484465759030E+003
  90 0.17708667612230E-001 0.69681793254295E-003 0.23344596103770E-005 0.38695184127589E-005 0.17048517643370E+000 0.21754443797787E-004 0.41160944385685E-001 0.15968645464036E-003 0.70618892321623E-007 0.62041986778414E-008 0.14619620939201E-003 0.33548708380067E-001 0.16944023301858E-001 0.11620230821209E-001 0.78594167758348E-006 0.73999014863653E-003 0.21489342778569E-004 0.60653060425745E-003 0.10794024462223E-004 0.11123901281659E-002 0.30578945644528E-014 0.10300268774158E-006 0.72271809764332E+000 -.97835966601755E-021 0.89871144941997E+003 0.43367742494133E-001 -.16599811188896E+003 0.55167226685513E-001 0.10132500000000E+006 0.36827806024718E-003 0.27159025588690E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.89871144941997E+003 0.28091133265511E+003
  91 0.17953216453607E-001 0.70473526714947E-003 0.24957542661018E-005 0.42010069750306E-005 0.16940901946214E+000 0.22920262338849E-004 0.41857241775965E-001 0.16005557063530E-003 0.78739856074933E-007 0.69038528319559E-008 0.15461747474651E-003 0.33212367121386E-001 0.17297119875403E-001 0.11909223651546E-001 0.86781884797160E-006 0.75275496833933E-003 0.20725090355151E-004 0.62135507484285E-003 0.11435289737147E-004 0.11333209709074E-002 0.34358545154104E-014 0.10517509226420E-006 0.72272535274562E+000 -.99432452785219E-021 0.90895476314179E+003 0.43367742494133E-001 -.16425584568418E+003 0.55167226685513E-001 0.10132500000000E+006 0.36403009162275E-003 0.27151736949240E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.90895476314179E+003 0.29787299096898E+003
  92 0.18197091238219E-001 0.71266952484425E-003 0.26657222654616E-005 0.45556111834821E-005 0.16832324702920E+000 0.24154436886161E-004 0.42557142127418E-001 0.16042403376428E-003 0.87802184248217E-007 0.76822312023622E-008 0.16346367697077E-003 0.32873466983032E-001 0.17653574061249E-001 0.12202105323918E-001 0.95760860060764E-006 0.76545156156565E-003 0.19978572149103E-004 0.63635921576672E-003 0.12106984778126E-004 0.11538637037399E-002 0.38632343226058E-014 0.10737052054464E-006 0.72273361096773E+000 -.10131589325002E-020 0.91923956985656E+003 0.43367742494133E-001 -.16249869400358E+003 0.55167226685513E-001 0.10132500000000E+006 0.35986033430319E-003 0.27144431636759E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.91923956985656E+003 0.31577946700985E+003
  93 0.18440342375359E-001 0.72062073686497E-003 0.28447968643767E-005 0.49345841300429E-005 0.16722778646007E+000 0.25462200057332E-004 0.43260683622719E-001 0.16079581208239E-003 0.97918844422556E-007 0.85485028483749E-008 0.17275237459480E-003 0.32531969689982E-001 0.18013412189925E-001 0.12498928243469E-001 0.10560090153811E-005 0.77807638223534E-003 0.19252873348161E-004 0.65154414375633E-003 0.12809862355991E-004 0.11739758595645E-002 0.43467483629086E-014 0.10958933364162E-006 0.72274287810228E+000 -.10291927078208E-020 0.92956594093402E+003 0.43367742494133E-001 -.16072722774823E+003 0.55167226685513E-001 0.10132500000000E+006 0.35576671806441E-003 0.27137109249056E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.92956594093402E+003 0.33468192555577E+003
  94 0.18683023304442E-001 0.72858901565030E-003 0.30334437704668E-005 0.53392471524144E-005 0.16612254507432E+000 0.26849161247969E-004 0.43967915844763E-001 0.16117443119547E-003 0.10921655878457E-006 0.95129272740230E-008 0.18250146619568E-003 0.32187832219711E-001 0.18376666659824E-001 0.12799751961484E-001 0.11637714659373E-005 0.79062646860573E-003 0.18550575804990E-004 0.66691119957802E-003 0.13544578328391E-004 0.11936137499680E-002 0.48940607416226E-014 0.11183194470661E-006 0.72275316056950E+000 -.10424098454985E-020 0.93993410251053E+003 0.43367742494133E-001 -.15894206235380E+003 0.55167226685513E-001 0.10132500000000E+006 0.35174718479752E-003 0.27129769244064E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.93993410251053E+003 0.35463315006840E+003
  95 0.18925218812795E-001 0.73657548666745E-003 0.32321875335172E-005 0.57710488328568E-005 0.16500727870685E+000 0.28321505315754E-004 0.44678983245744E-001 0.16156299082752E-003 0.12183898367425E-006 0.10587113155068E-007 0.19273038069544E-003 0.31840965987867E-001 0.18743419176805E-001 0.13104679429803E-001 0.12817179638955E-005 0.80310086487424E-003 0.17873683972806E-004 0.68246377447227E-003 0.14311766257498E-004 0.12127346453997E-002 0.55140034420847E-014 0.11409908783278E-006 0.72276446687493E+000 -.10580904115094E-020 0.95034565547710E+003 0.43367742494133E-001 -.15714365103967E+003 0.55167226685513E-001 0.10132500000000E+006 0.34779923440352E-003 0.27122410080105E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.95034565547710E+003 0.37568999409929E+003
  96 0.19167068150135E-001 0.74458306932829E-003 0.34416413330488E-005 0.62316356101712E-005 0.16388147612413E+000 0.29886227569161E-004 0.45394196743415E-001 0.16196418716044E-003 0.13595086787743E-006 0.11784356202017E-007 0.20346139538069E-003 0.31491201233375E-001 0.19113838894872E-001 0.13413889876197E-001 0.14107638358960E-005 0.81550172475240E-003 0.17223593410254E-004 0.69820894214046E-003 0.15112118093498E-004 0.12312981713752E-002 0.62168633579231E-014 0.11639205774086E-006 0.72277680953073E+000 -.10697767623001E-020 0.96080461249974E+003 0.43367742494133E-001 -.15533210708366E+003 0.55167226685513E-001 0.10132500000000E+006 0.34391959694251E-003 0.27115028492912E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.96080461249974E+003 0.39791620585293E+003
  97 0.19408736355541E-001 0.75261554713435E-003 0.36624961526382E-005 0.67228355369566E-005 0.16274448167191E+000 0.31551076255587E-004 0.46113953265049E-001 0.16238026098830E-003 0.15174020210910E-006 0.13119801852490E-007 0.21471882130932E-003 0.31138325502202E-001 0.19488142214942E-001 0.13727606716618E-001 0.15519177884718E-005 0.82783272540342E-003 0.16601216500616E-004 0.71415576604255E-003 0.15946301944073E-004 0.12492634726755E-002 0.70145941809683E-014 0.11871246611887E-006 0.72279020461907E+000 -.10938065644435E-020 0.97131620670422E+003 0.43367742494133E-001 -.15350741351782E+003 0.55167226685512E-001 0.10132500000000E+006 0.34010474942294E-003 0.27107620347197E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.97131620670422E+003 0.42138093061743E+003
  98 0.19650357049021E-001 0.76067565771870E-003 0.38954750731317E-005 0.72465608043689E-005 0.16159576307960E+000 0.33324227277974E-004 0.46838565599055E-001 0.16281288807638E-003 0.16941770543801E-006 0.14610381627252E-007 0.22652641121071E-003 0.30782166860793E-001 0.19866504607867E-001 0.14046024271678E-001 0.17062565935548E-005 0.84009606283434E-003 0.16007164916814E-004 0.73031152544855E-003 0.16814749630123E-004 0.12665846642557E-002 0.79209126941983E-014 0.12106169840595E-006 0.72280466884737E+000 -.11095834229434E-020 0.98188440137284E+003 0.43367742494133E-001 -.15166986475539E+003 0.55167226685512E-001 0.10132500000000E+006 0.33635182654120E-003 0.27100182393481E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.98188440137284E+003 0.44615344427748E+003
  99 0.19892013278108E-001 0.76876441716425E-003 0.41413099854119E-005 0.78047547456376E-005 0.16043501252271E+000 0.35214112448284E-004 0.47568200434160E-001 0.16326311731327E-003 0.18921717840327E-006 0.16274825045210E-007 0.23890595399489E-003 0.30422625015418E-001 0.20249027108202E-001 0.14369278992905E-001 0.18749083090019E-005 0.85229145164805E-003 0.15441807807944E-004 0.74668022765410E-003 0.17717538539494E-004 0.12832097888825E-002 0.89514529060487E-014 0.12344070595580E-006 0.72282021760540E+000 -.11188128360877E-020 0.99251099466468E+003 0.43367742494133E-001 -.14982023523988E+003 0.55167226685512E-001 0.10132500000000E+006 0.33265886818015E-003 0.27092712890720E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.99251099466468E+003 0.47230020852826E+003
 100 0.20133766237777E-001 0.77688199259363E-003 0.44007631556430E-005 0.83994400302491E-005 0.15926202050360E+000 0.37229586973009E-004 0.48302959599328E-001 0.16373139445010E-003 0.21139924652157E-006 0.18133957065478E-007 0.25187815766905E-003 0.30059631158049E-001 0.20635777909881E-001 0.14697484056289E-001 0.20590638417214E-005 0.86441756058659E-003 0.14905214127105E-004 0.76326432117290E-003 0.18654445490159E-004 0.12990833423750E-002 0.10124119209766E-013 0.12585026444550E-006 0.72283686610691E+000 -.11335010314989E-020 0.10031966828399E+004 0.43367742494133E-001 -.14795984358537E+003 0.55167226685512E-001 0.10132500000000E+006 0.32902437269508E-003 0.27085210797381E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10031966828399E+004 0.49988691687348E+003
 101 0.20375702395462E-001 0.78502948301598E-003 0.46746800470448E-005 0.90328402188541E-005 0.15807644644205E+000 0.39380344027202E-004 0.49043024544753E-001 0.16421763223875E-003 0.23625863081314E-006 0.20211289036099E-007 0.26546498249450E-003 0.29693080563585E-001 0.21026866712484E-001 0.15030791666082E-001 0.22600129314772E-005 0.87647430407751E-003 0.14397079228931E-004 0.78006783593282E-003 0.19625100047164E-004 0.13141494927158E-002 0.11459669593902E-013 0.12829143774777E-006 0.72285463152270E+000 -.11457516707473E-020 0.10139436993337E+004 0.43367742494133E-001 -.14609045720244E+003 0.55167226685512E-001 0.10132500000000E+006 0.32544638661842E-003 0.27077674141588E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10139436993337E+004 0.52898249931987E+003
 102 0.20617970640180E-001 0.79320982828274E-003 0.49640438051830E-005 0.97075169619838E-005 0.15687763414551E+000 0.41677388493458E-004 0.49788768686210E-001 0.16472129414993E-003 0.26413374962152E-006 0.22533791404213E-007 0.27969200967440E-003 0.29322770209714E-001 0.21422507490735E-001 0.15369449468697E-001 0.24791899113631E-005 0.88846456199649E-003 0.13916708802035E-004 0.79709905082612E-003 0.20629134226934E-004 0.13283538121586E-002 0.12982492040793E-013 0.13076597841104E-006 0.72287353802631E+000 -.11551872205791E-020 0.10247565681997E+004 0.43367742494133E-001 -.14421297251926E+003 0.55167226685512E-001 0.10132500000000E+006 0.32192230825442E-003 0.27070099142774E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10247565681997E+004 0.55966607106227E+003
 103 0.20860773480111E-001 0.80142776698985E-003 0.52699902168125E-005 0.10426413886855E-004 0.15566463799444E+000 0.44133203119292E-004 0.50540738331473E-001 0.16524138054615E-003 0.29541426276370E-006 0.25132488799158E-007 0.29458859347438E-003 0.28948411443512E-001 0.21823008602556E-001 0.15713793411303E-001 0.27181927556488E-005 0.90039354320654E-003 0.13463107320355E-004 0.81437004361555E-003 0.21666159508812E-004 0.13416415757827E-002 0.14721356920536E-013 0.13327627459314E-006 0.72289361642325E+000 -.11647543281065E-020 0.10356424185043E+004 0.43367742494133E-001 -.14232725506994E+003 0.55167226685512E-001 0.10132500000000E+006 0.31844886396258E-003 0.27062480256296E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10356424185043E+004 0.59202672476693E+003
 104 0.21104307018489E-001 0.80968773481538E-003 0.55937509444272E-005 0.11192733695314E-004 0.15443651664310E+000 0.46761350032580E-004 0.51299468302682E-001 0.16577629785692E-003 0.33054197591150E-006 0.28042496313295E-007 0.31018451505488E-003 0.28569720058382E-001 0.22228676084663E-001 0.16064166705297E-001 0.29787452736657E-005 0.91226566913623E-003 0.13035144540694E-004 0.83189246163438E-003 0.22735503119877E-004 0.13539536020438E-002 0.16709885746029E-013 0.13582475383569E-006 0.72291490028849E+000 -.11732118746955E-020 0.10466081498848E+004 0.43367742494133E-001 -.14043330159541E+003 0.55167226685512E-001 0.10132500000000E+006 0.31502306099914E-003 0.27054812101597E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10466081498848E+004 0.62615693323122E+003
 105 0.21348717096109E-001 0.81799234268484E-003 0.59365969877668E-005 0.12009809076373E-004 0.15319256022684E+000 0.49576042677799E-004 0.52065342294845E-001 0.16632373938976E-003 0.37001020365433E-006 0.31302932220641E-007 0.32650675743971E-003 0.28186486433751E-001 0.22639738308163E-001 0.16420854987734E-001 0.32626494118975E-005 0.92408236285306E-003 0.12631652436735E-004 0.84967415744798E-003 0.23835971350711E-004 0.13652242575675E-002 0.18986998985428E-013 0.13841341399275E-006 0.72293742168277E+000 -.11883804861470E-020 0.10576584182740E+004 0.43367742494133E-001 -.13853159735714E+003 0.55167226685511E-001 0.10132500000000E+006 0.31164277796426E-003 0.27047090869315E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10576584182740E+004 0.66214575723581E+003
 106 0.21594117753273E-001 0.82634296348505E-003 0.62998561856200E-005 0.12881147003478E-004 0.15193220828957E+000 0.52592304388105E-004 0.52838645505704E-001 0.16688070127657E-003 0.41437045931207E-006 0.34957440474025E-007 0.34357991540525E-003 0.27798550187289E-001 0.23056372691622E-001 0.16784108866510E-001 0.35717916309658E-005 0.93584292279882E-003 0.12251400094438E-004 0.86772020525203E-003 0.24965876412107E-004 0.13753832277054E-002 0.21597867234289E-013 0.14104399245664E-006 0.72296121177575E+000 -.12096744262113E-020 0.10687964103225E+004 0.43367742494133E-001 -.13662298757011E+003 0.55167226685511E-001 0.10132500000000E+006 0.30830645411276E-003 0.27039313777398E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10687964103225E+004 0.70007989053575E+003
