[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  0.80, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
 152 0.38474296912994E-001 0.48232122458339E-003 0.25077797245421E-004 0.11323386733415E-003 0.11298296560597E+000 0.41291614397383E-003 0.73647164206065E-001 0.16395848733699E-003 0.69561448788750E-005 0.56280187252949E-006 0.64966726502062E-003 0.88005740190264E-002 0.29074446206859E-001 0.38301406863128E-001 0.24946990190116E-004 0.94356360069194E-003 0.38916753946740E-005 0.69705458881938E-003 0.26138049815206E-004 0.44742834939738E-003 0.41407519752722E-012 0.14637800328054E-006 0.73319557973398E+000 0.35747962058049E-022 0.14028324506649E+004 0.32418427810144E-001 -.10552766041805E+003 0.44626161664005E-001 0.10132500000000E+006 0.23692608610811E-003 0.27273240765344E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14028324506649E+004 0.19834402112082E+004
 153 0.38704346496352E-001 0.48352427790405E-003 0.25983681697771E-004 0.11893771789841E-003 0.11202443535079E+000 0.43143767631387E-003 0.74130732551204E-001 0.16251039382194E-003 0.73214858191235E-005 0.59191949825332E-006 0.65262949906353E-003 0.85625018025556E-002 0.29280789631043E-001 0.38759265829019E-001 0.25790295855906E-004 0.94180299324273E-003 0.37771156840901E-005 0.69412400496379E-003 0.25663353739648E-004 0.42928713312300E-003 0.46473414074039E-012 0.14797688941892E-006 0.73323874530941E+000 0.35682567593586E-022 0.14100055157210E+004 0.32418427810144E-001 -.10563114144228E+003 0.44626161664005E-001 0.10132500000000E+006 0.23569684723100E-003 0.27270471542112E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14100055157210E+004 0.20319009850977E+004
 154 0.38931841371636E-001 0.48464174471200E-003 0.26898901164140E-004 0.12483700967979E-003 0.11108060806377E+000 0.45036814917758E-003 0.74604497147506E-001 0.16100306249783E-003 0.76902384778793E-005 0.62128265025401E-006 0.65489413136104E-003 0.83295135718470E-002 0.29481030406292E-001 0.39214538377467E-001 0.26623001512877E-004 0.93973939384429E-003 0.36638238214155E-005 0.69074995944330E-003 0.25165100330810E-004 0.41150884425416E-003 0.52048837498090E-012 0.14956972711843E-006 0.73328125821994E+000 0.35617568033857E-022 0.14170361104684E+004 0.32418427810144E-001 -.10577135050088E+003 0.44626161664005E-001 0.10132500000000E+006 0.23450444743266E-003 0.27267797736234E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14170361104684E+004 0.20794407112941E+004
 155 0.39156816126582E-001 0.48567469883136E-003 0.27822597035419E-004 0.13093361292767E-003 0.11015151127725E+000 0.46969613603282E-003 0.75068500892253E-001 0.15944049925188E-003 0.80613537180603E-005 0.65080726938127E-006 0.65647131048075E-003 0.81015962758663E-002 0.29675144374974E-001 0.39667162468359E-001 0.27443318000858E-004 0.93737440549190E-003 0.35519241029087E-005 0.68694462150876E-003 0.24645872633188E-004 0.39412049602759E-003 0.58170665631647E-012 0.15115645812038E-006 0.73332310190095E+000 0.35552964459960E-022 0.14239252775915E+004 0.32418427810144E-001 -.10594716840784E+003 0.44626161664005E-001 0.10132500000000E+006 0.23334780653556E-003 0.27265218680073E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14239252775915E+004 0.21259768871841E+004
 156 0.39379331322975E-001 0.48662441766701E-003 0.28754018567106E-004 0.13722990710661E-003 0.10923704978318E+000 0.48941193167553E-003 0.75522848750420E-001 0.15782650715771E-003 0.84338083840986E-005 0.68041155171571E-006 0.65737362763346E-003 0.78787048372148E-002 0.29863137333097E-001 0.40117132189991E-001 0.28249623978544E-004 0.93470964683180E-003 0.34415223478875E-005 0.68272077242270E-003 0.24108146398100E-004 0.37714360002618E-003 0.64877677951873E-012 0.15273721665433E-006 0.73336426642648E+000 0.35488750348233E-022 0.14306749484869E+004 0.32418427810144E-001 -.10615747287695E+003 0.44626161664005E-001 0.10132500000000E+006 0.23222574239413E-003 0.27262733310680E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14306749484869E+004 0.21714357254709E+004
 157 0.39599546414722E-001 0.48749260964326E-003 0.29692849837779E-004 0.14373112919542E-003 0.10833671154351E+000 0.50951470816179E-003 0.75967851203858E-001 0.15616406670117E-003 0.88067396377057E-005 0.71002659909473E-006 0.65761551613350E-003 0.76606921720001E-002 0.30045102022895E-001 0.40564647586375E-001 0.29040728020590E-004 0.93174553318154E-003 0.33326692810106E-005 0.67808982881646E-003 0.23554076977015E-004 0.36058899569462E-003 0.72213412520287E-012 0.15431285952742E-006 0.73340476167990E+000 0.35424890517189E-022 0.14372900794008E+004 0.32418427810144E-001 -.10640125144209E+003 0.44626161664006E-001 0.10132500000000E+006 0.23113662551469E-003 0.27260339432140E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14372900794008E+004 0.22157665659774E+004
 158 0.39817778409162E-001 0.48828144778380E-003 0.30639505062902E-004 0.15044784161198E-003 0.10744934181521E+000 0.53001947278922E-003 0.76404129591136E-001 0.15445471543890E-003 0.91795583121033E-005 0.73960534794006E-006 0.65721140953937E-003 0.74472584918605E-002 0.30221255027436E-001 0.41010239321284E-001 0.29816057075961E-004 0.92847960975221E-003 0.32253325233393E-005 0.67305933836666E-003 0.22985291628515E-004 0.34445335317649E-003 0.80230113601572E-012 0.15588541529146E-006 0.73344462732844E+000 0.35361302169907E-022 0.14437802313519E+004 0.32418427810144E-001 -.10667776378037E+003 0.44626161664006E-001 0.10132500000000E+006 0.23007814298158E-003 0.27258033261794E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14437802313519E+004 0.22589517107718E+004
 159 0.40034426319037E-001 0.48899306562190E-003 0.31594847577616E-004 0.15739451238482E-003 0.10657346819859E+000 0.55095179051391E-003 0.76832449028040E-001 0.15269896084426E-003 0.95518259663392E-005 0.76911273406781E-006 0.65617373964975E-003 0.72380341627166E-002 0.30391861446144E-001 0.41454620185886E-001 0.30575346385202E-004 0.92490663062793E-003 0.31194361760152E-005 0.66763332274469E-003 0.22403035986312E-004 0.32872597894627E-003 0.88988751339647E-012 0.15745757388556E-006 0.73348391791400E+000 0.35297875368982E-022 0.14501571040934E+004 0.32418427810144E-001 -.10698655416356E+003 0.44626161664006E-001 0.10132500000000E+006 0.22904772528261E-003 0.27255810447671E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14501571040934E+004 0.23009884054604E+004
 160 0.40249775045414E-001 0.48962886416798E-003 0.32559326985646E-004 0.16458346035372E-003 0.10570809981155E+000 0.57232914193973E-003 0.77253326297544E-001 0.15089786302081E-003 0.99229101606965E-005 0.79849836418899E-006 0.65451343289596E-003 0.70327715967301E-002 0.30557076292783E-001 0.41898282926310E-001 0.31317924466379E-004 0.92102156530521E-003 0.30149583616297E-005 0.66181696799799E-003 0.21808710744865E-004 0.31340364527627E-003 0.98552290602085E-012 0.15903126923403E-006 0.73352266677279E+000 0.35234530077630E-022 0.14564287071534E+004 0.32418427810144E-001 -.10732718821684E+003 0.44626161664006E-001 0.10132500000000E+006 0.22804348532589E-003 0.27253668133630E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14564287071534E+004 0.23418492252830E+004
 161 0.40463893186649E-001 0.49018944227275E-003 0.33532466121936E-004 0.17202055909930E-003 0.10485312327021E+000 0.59414885452782E-003 0.77666845001616E-001 0.14905409777529E-003 0.10291797625896E-004 0.82768182313292E-006 0.65224274021719E-003 0.68314344379889E-002 0.30716879217468E-001 0.42341282351997E-001 0.32042383612923E-004 0.91682252588941E-003 0.29119792337361E-005 0.65562082129364E-003 0.21204221102802E-004 0.29849716234800E-003 0.10897896985966E-011 0.16060689568730E-006 0.73356086837980E+000 0.35171248746287E-022 0.14625965915183E+004 0.32418427810144E-001 -.10769897620680E+003 0.44626161664006E-001 0.10132500000000E+006 0.22706462410922E-003 0.27251605764531E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14625965915183E+004 0.23814648788134E+004
 162 0.40676738310085E-001 0.49067517675220E-003 0.34513277166003E-004 0.17970766440757E-003 0.10400886012425E+000 0.61639640094377E-003 0.78072879563223E-001 0.14717128139577E-003 0.10657276492423E-004 0.85656721086523E-006 0.64937670911910E-003 0.66340871024571E-002 0.30871171721835E-001 0.42783444727463E-001 0.32746991071949E-004 0.91231015134656E-003 0.28106266464170E-005 0.64905950006827E-003 0.20591739489089E-004 0.28402280991137E-003 0.12032373365093E-011 0.16218403561364E-006 0.73359849840351E+000 0.35108047253069E-022 0.14686591669696E+004 0.32418427810144E-001 -.10810101372413E+003 0.44626161664006E-001 0.10132500000000E+006 0.22611086303366E-003 0.27249623787183E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14686591669696E+004 0.24197478012090E+004
 163 0.40888287780054E-001 0.49108663979472E-003 0.35500844392027E-004 0.18764681881604E-003 0.10317553833655E+000 0.63905815844403E-003 0.78471353256388E-001 0.14525288527884E-003 0.11018170512076E-004 0.88506169824956E-006 0.64593232419060E-003 0.64407688000803E-002 0.31019879817032E-001 0.43224636585796E-001 0.33430154250309E-004 0.90748543010423E-003 0.27110116562598E-005 0.64214826069469E-003 0.19973338875331E-004 0.26999292802765E-003 0.13264339777415E-011 0.16376241038958E-006 0.73363553741369E+000 0.35044936328428E-022 0.14746155438958E+004 0.32418427810144E-001 -.10853237725020E+003 0.44626161664006E-001 0.10132500000000E+006 0.22518182499726E-003 0.27247722318762E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14746155438958E+004 0.24566178537222E+004
 164 0.41098556497329E-001 0.49142458931866E-003 0.36494418050154E-004 0.19584106182753E-003 0.10235322549532E+000 0.66212366979502E-003 0.78862268691161E-001 0.14330203183847E-003 0.11373377098299E-004 0.91307851355160E-006 0.64192771872590E-003 0.62514789767282E-002 0.31162964004696E-001 0.43664802902764E-001 0.34090475723258E-004 0.90234912271866E-003 0.26132202745748E-005 0.63490209254338E-003 0.19350923618729E-004 0.25641501144784E-003 0.14599802525478E-011 0.16534201908541E-006 0.73367197379435E+000 0.34981915833909E-022 0.14804659925695E+004 0.32418427810144E-001 -.10899218312195E+003 0.44626161664006E-001 0.10132500000000E+006 0.22427696800302E-003 0.27245901028954E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14804659925695E+004 0.24920051589991E+004
 165 0.41307594671765E-001 0.49168990063157E-003 0.37493416926914E-004 0.20429458571339E-003 0.10154184272556E+000 0.68558590379953E-003 0.79245699096233E-001 0.14132146590083E-003 0.11721867964189E-004 0.94053696557137E-006 0.63738156863844E-003 0.60661818884582E-002 0.31300413703947E-001 0.44103963941309E-001 0.34726734889480E-004 0.89690153906313E-003 0.25173152600173E-005 0.62733537906618E-003 0.18726221178115E-004 0.24329226757202E-003 0.16045155955337E-011 0.16692313111838E-006 0.73370780301619E+000 0.34918975669048E-022 0.14862118191262E+004 0.32418427810144E-001 -.10947961314690E+003 0.44626161664006E-001 0.10132500000000E+006 0.22339561097260E-003 0.27244159221811E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14862118191262E+004 0.25258489254871E+004
 166 0.41515563569571E-001 0.49188356173225E-003 0.38497806920432E-004 0.21301621578699E-003 0.10074087959567E+000 0.70945051300221E-003 0.79621919779398E-001 0.13931277627728E-003 0.12062813650103E-004 0.96737220607345E-006 0.63231054849691E-003 0.58847436352442E-002 0.31432290232629E-001 0.44542376480807E-001 0.35338091512043E-004 0.89114010436438E-003 0.24233031795879E-005 0.61945859135239E-003 0.18100544285213E-004 0.23061950670029E-003 0.17607865234023E-011 0.16850687408381E-006 0.73374304001815E+000 0.34856072216994E-022 0.14918573469189E+004 0.32418427810144E-001 -.10999413524833E+003 0.44626161664006E-001 0.10132500000000E+006 0.22253663903028E-003 0.27242495303955E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14918573469189E+004 0.25581079447234E+004
 167 0.41722810532589E-001 0.49200651499854E-003 0.39508494904701E-004 0.22202357133812E-003 0.99949126544527E-001 0.73374610543914E-003 0.79991526390024E-001 0.13727555727991E-003 0.12395687427684E-004 0.99354330666412E-006 0.62672569926015E-003 0.57068764033457E-002 0.31558758149075E-001 0.44980696399475E-001 0.35924230811512E-004 0.88505618904465E-003 0.23311054419254E-005 0.61127432456313E-003 0.17474556760204E-004 0.21837995830066E-003 0.19297460476901E-011 0.17009583959382E-006 0.73377773047691E+000 0.34793103538656E-022 0.14974117185597E+004 0.32418427810144E-001 -.11053578326018E+003 0.44626161664006E-001 0.10132500000000E+006 0.22169824946305E-003 0.27240906411775E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.14974117185597E+004 0.25887674206414E+004
 168 0.41929737633758E-001 0.49205932984334E-003 0.40526716000741E-004 0.23133852584838E-003 0.99165201764942E-001 0.75851059838046E-003 0.80355180832369E-001 0.13520860099752E-003 0.12720021758959E-004 0.10190140176196E-005 0.62063416187910E-003 0.55322621681367E-002 0.31679986393591E-001 0.45419705153650E-001 0.36484894776720E-004 0.87863775117509E-003 0.22406230025730E-005 0.60278139321228E-003 0.16848677254398E-004 0.20655459081290E-003 0.21125019848300E-011 0.17169311466241E-006 0.73381192709312E+000 0.34729946891962E-022 0.15028851104366E+004 0.32418427810144E-001 -.11110491102822E+003 0.44626161664006E-001 0.10132500000000E+006 0.22087854257937E-003 0.27239389672158E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15028851104366E+004 0.26178135143181E+004
 169 0.42136546930723E-001 0.49204217374647E-003 0.41552765973220E-004 0.24097563844655E-003 0.98388515732595E-001 0.78376036456151E-003 0.80713165105761E-001 0.13311249481603E-003 0.13035001219805E-004 0.10437208362112E-005 0.61404710072710E-003 0.53607667653069E-002 0.31796000207097E-001 0.45859767607195E-001 0.37019185070974E-004 0.87187741986873E-003 0.21518481522882E-005 0.59398560790641E-003 0.16223870709141E-004 0.19513663557684E-003 0.23100966892170E-011 0.17330031052580E-006 0.73384564745181E+000 0.34666537832317E-022 0.15082820175260E+004 0.32418427810144E-001 -.11170146973457E+003 0.44626161664006E-001 0.10132500000000E+006 0.22007651866355E-003 0.27237944043137E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15082820175260E+004 0.26451974275688E+004
 170 0.42343234933734E-001 0.49195515403689E-003 0.42585926499231E-004 0.25094033608640E-003 0.97619260875813E-001 0.80948704359690E-003 0.81065397482723E-001 0.13098984895087E-003 0.13339492357651E-004 0.10675754986980E-005 0.60698241343846E-003 0.51924302057465E-002 0.31906702126043E-001 0.46300813198496E-001 0.37525663801485E-004 0.86477437847809E-003 0.20648595639966E-005 0.58490161213706E-003 0.15601673741503E-004 0.18413005613520E-003 0.25234375745487E-011 0.17491746761580E-006 0.73387887515687E+000 0.34602874768501E-022 0.15136014565494E+004 0.32418427810144E-001 -.11232485180169E+003 0.44626161664006E-001 0.10132500000000E+006 0.21929201340313E-003 0.27236570016976E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15136014565494E+004 0.26708421028786E+004
 171 0.42549792040409E-001 0.49179848103468E-003 0.43625434240364E-004 0.26123733743983E-003 0.96857645162326E-001 0.83568060835547E-003 0.81411791737531E-001 0.12884334876801E-003 0.13632377078781E-004 0.10904911890657E-005 0.59945958093095E-003 0.50272935601551E-002 0.32011997158194E-001 0.46742756935050E-001 0.38002939871217E-004 0.85732876743134E-003 0.19797322921019E-005 0.57554514107587E-003 0.14983585425255E-004 0.17353756843042E-003 0.27534482910060E-011 0.17654457775432E-006 0.73391159350585E+000 0.34538958930842E-022 0.15188423588155E+004 0.32418427810144E-001 -.11297439631295E+003 0.44626161664006E-001 0.10132500000000E+006 0.21852488008690E-003 0.27235268046928E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15188423588155E+004 0.26946731134270E+004
 172 0.42756306923637E-001 0.49157234698030E-003 0.44671012190341E-004 0.27187602519720E-003 0.96103511358590E-001 0.86234289877844E-003 0.81752428878920E-001 0.12667464891470E-003 0.13912700854431E-004 0.11123941006475E-005 0.59149549113312E-003 0.48653173468148E-002 0.32111842963521E-001 0.47185723469716E-001 0.38449898261331E-004 0.84953774870960E-003 0.18964956647191E-005 0.56592806286904E-003 0.14370751462389E-004 0.16335559231230E-003 0.30011930296377E-011 0.17818241308978E-006 0.73394380172960E+000 0.34474761331320E-022 0.15240061744818E+004 0.32418427810144E-001 -.11364973511123E+003 0.44626161664006E-001 0.10132500000000E+006 0.21777461207314E-003 0.27234037932902E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15240061744818E+004 0.27166299622981E+004
 173 0.42962913523032E-001 0.49127684658087E-003 0.45722613907434E-004 0.28286837343380E-003 0.95356545403161E-001 0.88948170416499E-003 0.82087458312780E-001 0.12448488541899E-003 0.14179580457457E-004 0.11332161613541E-005 0.58310555208317E-003 0.47064293737268E-002 0.32206213422258E-001 0.47629935481911E-001 0.38865527687797E-004 0.84139685340033E-003 0.18151583807398E-005 0.55606029828331E-003 0.13764129658747E-004 0.15357774070585E-003 0.32678482103098E-011 0.17983212787079E-006 0.73397550569044E+000 0.34410238010232E-022 0.15290953951241E+004 0.32418427810144E-001 -.11435067131063E+003 0.44626161664006E-001 0.10132500000000E+006 0.21704056823288E-003 0.27232879281188E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15290953951241E+004 0.27366569259616E+004
 174 0.43169705341383E-001 0.49091206890537E-003 0.46779988104968E-004 0.29422453518290E-003 0.94616590423142E-001 0.91709967814837E-003 0.82416955918478E-001 0.12227558194647E-003 0.14432088831967E-004 0.11528860369260E-005 0.57430697991585E-003 0.45505922434861E-002 0.32295056690336E-001 0.48075529597155E-001 0.39248732900432E-004 0.83290323888801E-003 0.17357433254846E-005 0.54595381482257E-003 0.13164746177307E-004 0.14419912739341E-003 0.35546030209769E-011 0.18149457975362E-006 0.73400670441869E+000 0.34345356556152E-022 0.15341114040009E+004 0.32418427810144E-001 -.11507689889205E+003 0.44626161664007E-001 0.10132500000000E+006 0.21632228441204E-003 0.27231792021176E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15341114040009E+004 0.27546938796551E+004
 175 0.43376716483731E-001 0.49047821023426E-003 0.47842574778437E-004 0.30595138266055E-003 0.93883706531989E-001 0.94519125193745E-003 0.82740900169185E-001 0.12004887843045E-003 0.14669250888332E-004 0.11713288340041E-005 0.56512005471616E-003 0.43978141540926E-002 0.32378293188593E-001 0.48522514142529E-001 0.39598336756065E-004 0.82405690049664E-003 0.16582927487506E-005 0.53562382143680E-003 0.12573742722783E-004 0.13521682530735E-003 0.38626126701891E-011 0.18317016516239E-006 0.73403738778764E+000 0.34280103413904E-022 0.15390541012472E+004 0.32418427810144E-001 -.11582790715727E+003 0.44626161664007E-001 0.10132500000000E+006 0.21561952016551E-003 0.27230776425850E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15390541012472E+004 0.27706769832765E+004
 176 0.43583994279885E-001 0.48997548627260E-003 0.48909874184671E-004 0.31805625966362E-003 0.93157906760525E-001 0.97375205725740E-003 0.83059291107948E-001 0.11780676513718E-003 0.14890145637754E-004 0.11884740568956E-005 0.55556520065494E-003 0.42480923835558E-002 0.32455850040980E-001 0.48970924957122E-001 0.39913237086276E-004 0.81485792650316E-003 0.15828392483309E-005 0.52508531562743E-003 0.11992159537462E-004 0.12662640105586E-003 0.41930868179566E-011 0.18485939695991E-006 0.73406754774435E+000 0.34214461304866E-022 0.15439237093841E+004 0.32418427810144E-001 -.11660322219807E+003 0.44626161664007E-001 0.10132500000000E+006 0.21493199689181E-003 0.27229832690144E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15439237093841E+004 0.27845464098190E+004
 177 0.43791741404531E-001 0.48940369775864E-003 0.49982182880620E-004 0.33055573272244E-003 0.92438670440468E-001 0.10027990595830E-002 0.83372360568782E-001 0.11554953076967E-003 0.15094039879347E-004 0.12042659174433E-005 0.54565591939920E-003 0.41013150297247E-002 0.32527706503152E-001 0.49421133804025E-001 0.40192578542978E-004 0.80529977923647E-003 0.15093568947416E-005 0.51434557638023E-003 0.11420549336042E-004 0.11841662147503E-003 0.45475453514071E-011 0.18656407838078E-006 0.73409719819445E+000 0.34148363449465E-022 0.15487240051422E+004 0.32418427810144E-001 -.11740296954068E+003 0.44626161664007E-001 0.10132500000000E+006 0.21425894760109E-003 0.27228960383235E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15487240051422E+004 0.27962532132870E+004
 178 0.44000257683509E-001 0.48876217040365E-003 0.51060298420670E-004 0.34347327998397E-003 0.91725172758557E-001 0.10323637283539E-002 0.83680464175788E-001 0.11327637468398E-003 0.15280274048542E-004 0.12186543694824E-005 0.53540053303140E-003 0.39573131069049E-002 0.32593854106971E-001 0.49873724360273E-001 0.40435553526146E-004 0.79537091935866E-003 0.14377891103686E-005 0.50340664587034E-003 0.10859178347488E-004 0.11057310889213E-003 0.49278002077465E-011 0.18828686480870E-006 0.73412636469131E+000 0.34081709711502E-022 0.15534607057065E+004 0.32418427810144E-001 -.11822772175317E+003 0.44626161664007E-001 0.10132500000000E+006 0.21359935746961E-003 0.27228158938449E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15534607057065E+004 0.28057488250060E+004
 179 0.44209714721675E-001 0.48805040900976E-003 0.52144348654291E-004 0.35682556786321E-003 0.91017063329066E-001 0.10624602160877E-002 0.83983743556352E-001 0.11098788204023E-003 0.15448046216114E-004 0.12315784014823E-005 0.52481322968965E-003 0.38160186761826E-002 0.32654220470762E-001 0.50329002737495E-001 0.40641109886206E-004 0.78506539960195E-003 0.13681278449966E-005 0.49227718219809E-003 0.10308648715190E-004 0.10308709397221E-003 0.53355703577632E-011 0.19002941135265E-006 0.73415505235521E+000 0.34014437508474E-022 0.15581362867673E+004 0.32418427810144E-001 -.11907761579011E+003 0.44626161664007E-001 0.10132500000000E+006 0.21295268633567E-003 0.27227428573809E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15581362867673E+004 0.28129731242061E+004
 180 0.44420370265449E-001 0.48726748114375E-003 0.53234892970048E-004 0.37063550665876E-003 0.90313729814710E-001 0.10931153886336E-002 0.84282445777350E-001 0.10868371211404E-003 0.15596612717504E-004 0.12429815450517E-005 0.51390384136944E-003 0.36773152494885E-002 0.32708739921045E-001 0.50787461618754E-001 0.40808218351191E-004 0.77437293436211E-003 0.13003390884591E-005 0.48096142355813E-003 0.97693204024682E-005 0.95947142833945E-004 0.57728682385485E-011 0.19179413939794E-006 0.73418327602299E+000 0.33946454487747E-022 0.15627548888593E+004 0.32418427810144E-001 -.11995318340006E+003 0.44626161664007E-001 0.10132500000000E+006 0.21231818094267E-003 0.27226769432313E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15627548888593E+004 0.28178653479188E+004
 181 0.44632742850005E-001 0.48641115883788E-003 0.54333819787553E-004 0.38494490848127E-003 0.89613745489851E-001 0.11243953154548E-002 0.84577149756853E-001 0.10636070518306E-003 0.15725344815864E-004 0.12528160663291E-005 0.50266815501120E-003 0.35409341021765E-002 0.32757377860769E-001 0.51250161293864E-001 0.40935879760429E-004 0.76326909145444E-003 0.12343143016641E-005 0.46944957000328E-003 0.92409169184424E-005 0.89134483914427E-004 0.62424617778833E-011 0.19358574171439E-006 0.73421108142451E+000 0.33877582624270E-022 0.15673258659742E+004 0.32418427810144E-001 -.12085613763010E+003 0.44626161664007E-001 0.10132500000000E+006 0.21169439933404E-003 0.27226181285169E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15673258659742E+004 0.28203603849707E+004
 182 0.44846993146149E-001 0.48548031126751E-003 0.55441133086738E-004 0.39977343104475E-003 0.88916926684434E-001 0.11563145245416E-002 0.84867895747034E-001 0.10401968675839E-003 0.15833315035040E-004 0.12610113010360E-005 0.49112056967943E-003 0.34068578067647E-002 0.32799977247829E-001 0.51717381332837E-001 0.41022679187148E-004 0.75174725872562E-003 0.11700669941941E-005 0.45775139702181E-003 0.87240993591614E-005 0.82643449374642E-004 0.67465728866189E-011 0.19540598824775E-006 0.73423846283499E+000 0.33807757568443E-022 0.15718503120016E+004 0.32418427810144E-001 -.12178676656085E+003 0.44626161664007E-001 0.10132500000000E+006 0.21108105404936E-003 0.27225665382296E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15718503120016E+004 0.28203772665043E+004
 183 0.45063026860694E-001 0.48447498352188E-003 0.56555486570683E-004 0.41512262196256E-003 0.88223928329270E-001 0.11888483296868E-002 0.85154374678238E-001 0.10166434967929E-003 0.15919519175771E-004 0.12674909939419E-005 0.47929040020818E-003 0.32752290956580E-002 0.32836328121824E-001 0.52188840644382E-001 0.41067151670513E-004 0.73981573114291E-003 0.11076838252309E-005 0.44589145505055E-003 0.82200971016119E-005 0.76475385866083E-004 0.72868976587098E-011 0.19725450496719E-006 0.73426538118238E+000 0.33736997385634E-022 0.15763238933044E+004 0.32418427810144E-001 -.12274422154322E+003 0.44626161664007E-001 0.10132500000000E+006 0.21047859417326E-003 0.27225223614423E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15763238933044E+004 0.28178385711719E+004
 184 0.45280976981443E-001 0.48339433076646E-003 0.57676677643816E-004 0.43100905782301E-003 0.87534672117211E-001 0.12220044918339E-002 0.85436585069947E-001 0.99295981655394E-004 0.15983136734814E-004 0.12721930609462E-005 0.46719588110515E-003 0.31460477267214E-002 0.32866266183459E-001 0.52664748754332E-001 0.41068003927664E-004 0.72747198065142E-003 0.10471789711371E-005 0.43388271381644E-003 0.77295339561250E-005 0.70623947645487E-004 0.78657256272746E-011 0.19913286713933E-006 0.73429182589801E+000 0.33665245551818E-022 0.15807470660790E+004 0.32418427810144E-001 -.12372860526309E+003 0.44626161664007E-001 0.10132500000000E+006 0.20988681890605E-003 0.27224857323874E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.15807470660790E+004 0.28126720436329E+004
