[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  0.80, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
  73 0.15576065538438E-001 0.24484783609201E-003 0.11390636005895E-006 0.23115890046660E-006 0.19485556942153E+000 0.30696997197380E-005 0.25444034732996E-001 0.11651236207557E-003 0.15239816036341E-008 0.13437324152025E-009 0.20634979460092E-004 0.31681468498854E-001 0.80289426175824E-002 0.77183614765587E-002 0.27303328819394E-007 0.40978356271614E-003 0.18778730985978E-004 0.20181181425852E-003 0.82820741937652E-006 0.40752856148712E-003 0.60459030587182E-017 0.37140393541270E-007 0.73084741633093E+000 0.15523263661320E-022 0.67160730454867E+003 0.32418427810144E-001 -.17155668567798E+003 0.44626161663996E-001 0.10132500000000E+006 0.50139936109127E-003 0.27632313652189E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.67160730454867E+003 0.23152500293060E+002
  74 0.15900611835358E-001 0.24797565363708E-003 0.12843173660878E-006 0.25789945006831E-006 0.19408947147268E+000 0.32949373734734E-005 0.25972741808111E-001 0.11840265296186E-003 0.17412515646181E-008 0.15385125122900E-009 0.22069497801420E-004 0.31447498702653E-001 0.82316344364665E-002 0.79542726930729E-002 0.30733360870943E-007 0.42005379606421E-003 0.18981332990791E-004 0.20793463681217E-003 0.90911615730299E-006 0.42037049670922E-003 0.67586924737310E-017 0.38080171554082E-007 0.73084393172668E+000 0.15847294594735E-022 0.67975351560241E+003 0.32418427810144E-001 -.17079033004180E+003 0.44626161663997E-001 0.10132500000000E+006 0.49530809754971E-003 0.27627714102758E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.67975351560241E+003 0.25115443701726E+002
  75 0.16222923745541E-001 0.25110864228903E-003 0.14435027897547E-006 0.28752008768603E-006 0.19331585915675E+000 0.35334582321431E-005 0.26503917036718E-001 0.12023069959591E-003 0.19866025801816E-008 0.17586523472449E-009 0.23585915643117E-004 0.31212204862510E-001 0.84362603490657E-002 0.81934580758635E-002 0.34557967140257E-007 0.43034331163664E-003 0.19147399921884E-004 0.21413518521300E-003 0.99619840854894E-006 0.43334069810281E-003 0.75652896299034E-017 0.39029075602586E-007 0.73084137139017E+000 0.16173730975411E-022 0.68794006244210E+003 0.32418427810144E-001 -.17001349452984E+003 0.44626161663997E-001 0.10132500000000E+006 0.48933228343263E-003 0.27623107479399E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.68794006244210E+003 0.27204748152481E+002
  76 0.16542783217710E-001 0.25424386572441E-003 0.16173194311385E-006 0.32025886343905E-006 0.19253551894986E+000 0.37855760919114E-005 0.27037045477668E-001 0.12199354925640E-003 0.22630224390937E-008 0.20068317290041E-009 0.25186454906904E-004 0.30975791232677E-001 0.86426210085971E-002 0.84356893630881E-002 0.38813817947625E-007 0.44063783859875E-003 0.19275882955382E-004 0.22040672364638E-003 0.10896924638983E-005 0.44641895621855E-003 0.84779991855041E-017 0.39986200790019E-007 0.73083973217372E+000 0.16502256595012E-022 0.69615870193126E+003 0.32418427810144E-001 -.16922682867405E+003 0.44626161663997E-001 0.10132500000000E+006 0.48347469483261E-003 0.27618498669035E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.69615870193126E+003 0.29423848250381E+002
  77 0.16859881300977E-001 0.25737741994812E-003 0.18063690225052E-006 0.35634830546262E-006 0.19174949979856E+000 0.40514983431056E-005 0.27571442683612E-001 0.12368838123968E-003 0.25736149766063E-008 0.22858249396153E-009 0.26872633173897E-004 0.30738539326091E-001 0.88504473656880E-002 0.86806526594008E-002 0.43538041324918E-007 0.45091989270105E-003 0.19366127284290E-004 0.22674029025665E-003 0.11897924222821E-005 0.45958019716787E-003 0.95102591499831E-017 0.40950319624123E-007 0.73083900765835E+000 0.16832446711737E-022 0.70439857884300E+003 0.32418427810144E-001 -.16843127055593E+003 0.44626161663997E-001 0.10132500000000E+006 0.47773946476719E-003 0.27613893938259E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.70439857884300E+003 0.31775207838205E+002
  78 0.17174478508742E-001 0.26051100407114E-003 0.20115690341612E-006 0.39609460553564E-006 0.19095745468033E+000 0.43319067469844E-005 0.28107377843036E-001 0.12531596047472E-003 0.29223129958731E-008 0.25991402593414E-009 0.28648914752169E-004 0.30500308970514E-001 0.90598390423436E-002 0.89284667491504E-002 0.48778829537426E-007 0.46119035504821E-003 0.19418017840238E-004 0.23313809063098E-003 0.12968671448881E-005 0.47282228272776E-003 0.10679141968466E-016 0.41921915861059E-007 0.73083918818071E+000 0.17164464343000E-022 0.71266354942289E+003 0.32418427810144E-001 -.16762636280864E+003 0.44626161663997E-001 0.10132500000000E+006 0.47212027275408E-003 0.27609291277650E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.71266354942289E+003 0.34265458997718E+002
  79 0.17487171353334E-001 0.26364979047063E-003 0.22341412880906E-006 0.43987999372599E-006 0.19015813124914E+000 0.46278875033974E-005 0.28645721654934E-001 0.12687899623807E-003 0.33139821599863E-008 0.29511113990576E-009 0.30522223781230E-004 0.30260692448874E-001 0.92711344012906E-002 0.91795372676196E-002 0.54596280732920E-007 0.47146139478875E-003 0.19431649481892E-004 0.23960965753379E-003 0.14114437289059E-005 0.48615763785944E-003 0.12005948546313E-016 0.42902583385924E-007 0.73084026789467E+000 0.17498849299843E-022 0.72096676116016E+003 0.32418427810144E-001 -.16681072650713E+003 0.44626161663997E-001 0.10132500000000E+006 0.46660508497770E-003 0.27604683547992E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.72096676116016E+003 0.36904859245970E+002
  80 0.17797902780031E-001 0.26679250267851E-003 0.24749304451316E-006 0.48803080585160E-006 0.18935189429031E+000 0.49400197101691E-005 0.29186245684991E-001 0.12837714594348E-003 0.37533001338297E-008 0.33458849426473E-009 0.32496138963062E-004 0.30019770988666E-001 0.94842437978599E-002 0.94337653140352E-002 0.61045262690865E-007 0.48172394642077E-003 0.19407261005250E-004 0.24615143405160E-003 0.15338551696787E-005 0.49957105553659E-003 0.13512677373326E-016 0.43891932182397E-007 0.73084224201572E+000 0.17835462007232E-022 0.72930441909324E+003 0.32418427810144E-001 -.16598463437775E+003 0.44626161663998E-001 0.10132500000000E+006 0.46119365503015E-003 0.27600073052358E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.72930441909324E+003 0.39699177230840E+002
  81 0.18106556740375E-001 0.26993724508768E-003 0.27347207895904E-006 0.54087641742976E-006 0.18853927469131E+000 0.52688460741702E-005 0.29728613665665E-001 0.12981028999569E-003 0.42452927312164E-008 0.37878995140056E-009 0.34573843771254E-004 0.29777675296249E-001 0.96990332528571E-002 0.96909977576389E-002 0.68183353455584E-007 0.49196688620981E-003 0.19345478514092E-004 0.25275843804983E-003 0.16644123963669E-005 0.51304406113131E-003 0.15224007223482E-016 0.44889367761612E-007 0.73084510378975E+000 0.18174094763666E-022 0.73767107003119E+003 0.32418427810144E-001 -.16514854796636E+003 0.44626161663998E-001 0.10132500000000E+006 0.45588664529580E-003 0.27595462963976E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.73767107003119E+003 0.42653820124686E+002
  82 0.18413619242141E-001 0.27308828943429E-003 0.30148385411333E-006 0.59887357532674E-006 0.18771920252728E+000 0.56156258134461E-005 0.30273555309329E-001 0.13118146476836E-003 0.47965655353197E-008 0.42829900852738E-009 0.36762839153947E-004 0.29534060814415E-001 0.99157914498347E-002 0.99515887661540E-002 0.76088129014653E-007 0.50219909102059E-003 0.19247094409372E-004 0.25943865859834E-003 0.18037043723886E-005 0.52658410552836E-003 0.17171897727517E-016 0.45896260480449E-007 0.73084885269321E+000 0.18515206700960E-022 0.74607771236698E+003 0.32418427810144E-001 -.16430129111610E+003 0.44626161663998E-001 0.10132500000000E+006 0.45067442136591E-003 0.27590847385102E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.74607771236698E+003 0.45780606180883E+002
  83 0.18719323537520E-001 0.27624742736696E-003 0.33165020809872E-006 0.66247828440271E-006 0.18689122455836E+000 0.59814932963434E-005 0.30821379312393E-001 0.13249272674605E-003 0.54142200572810E-008 0.48374064928314E-009 0.39069571982417E-004 0.29288770280566E-001 0.10134643628476E-001 0.10215700898361E-001 0.84840543879880E-007 0.51242116935003E-003 0.19113129064384E-004 0.26619505898461E-003 0.19522665354534E-005 0.54018756873640E-003 0.19392299253446E-016 0.46913224972969E-007 0.73085348912956E+000 0.18858997582772E-022 0.75452885540236E+003 0.32418427810144E-001 -.16344232367733E+003 0.44626161663998E-001 0.10132500000000E+006 0.44555194421588E-003 0.27586224036193E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.75452885540236E+003 0.49090231218641E+002
  84 0.19023424205060E-001 0.27941151683522E-003 0.36404907332785E-006 0.73207204635691E-006 0.18605617694267E+000 0.63670962324335E-005 0.31371540345905E-001 0.13374445416745E-003 0.61051707622664E-008 0.54571944371307E-009 0.41497111396151E-004 0.29042029437028E-001 0.10355373779762E-001 0.10483085554501E-001 0.94514984209325E-007 0.52261768759066E-003 0.18945112598214E-004 0.27302002113864E-003 0.21104235298554E-005 0.55382895356158E-003 0.21923001434483E-016 0.47939292529514E-007 0.73085900633680E+000 0.19205131444475E-022 0.76301583680988E+003 0.32418427810144E-001 -.16257245830438E+003 0.44626161663998E-001 0.10132500000000E+006 0.44052220754355E-003 0.27581597827922E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.76301583680988E+003 0.52588930022876E+002
  85 0.19325782851591E-001 0.28257846861008E-003 0.39876493735517E-006 0.80806384527266E-006 0.18521463379679E+000 0.67732370566872E-005 0.31923672678043E-001 0.13493799738469E-003 0.68771686536418E-008 0.61491113220758E-009 0.44049152715659E-004 0.28793985483571E-001 0.10577834678565E-001 0.10753574737093E-001 0.10519348068016E-006 0.53277669860053E-003 0.18744913861152E-004 0.27990797329047E-003 0.22785412561546E-005 0.56748662705876E-003 0.24807604255756E-016 0.48973815327858E-007 0.73086539652794E+000 0.19553383113141E-022 0.77153276991096E+003 0.32418427810144E-001 -.16169226152369E+003 0.44626161663998E-001 0.10132500000000E+006 0.43558622775408E-003 0.27576972085846E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.77153276991096E+003 0.56284218283852E+002
  86 0.19626452771882E-001 0.28574818061654E-003 0.43590357211757E-006 0.89092365604005E-006 0.18436664649229E+000 0.72010380985893E-005 0.32477756268399E-001 0.13607586826864E-003 0.77392481564135E-008 0.69210203266962E-009 0.46730998581729E-004 0.28544631663553E-001 0.10802016796161E-001 0.11027166941429E-001 0.11697102901857E-006 0.54289269614880E-003 0.18514578824759E-004 0.28685754942873E-003 0.24570942125108E-005 0.58114692696972E-003 0.28097728739488E-016 0.50016787661913E-007 0.73087265466062E+000 0.19903744766247E-022 0.78007910611577E+003 0.32418427810144E-001 -.16080177450203E+003 0.44626161663998E-001 0.10132500000000E+006 0.43074181139926E-003 0.27572347193627E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.78007910611577E+003 0.60186386035781E+002
  87 0.19925519291264E-001 0.28892090371251E-003 0.47557869559297E-006 0.98115540602560E-006 0.18351216714571E+000 0.76517784174875E-005 0.33033834661727E-001 0.13716098700371E-003 0.87015852210545E-008 0.77817540913870E-009 0.49548468022372E-004 0.28293933212655E-001 0.11027936372385E-001 0.11303892959956E-001 0.12995253769066E-006 0.55296131468360E-003 0.18256345193076E-004 0.29386814083369E-003 0.26465962923790E-005 0.59479711584088E-003 0.31853189179850E-016 0.51068326316906E-007 0.73088077676284E+000 0.20256249737574E-022 0.78865528184251E+003 0.32418427810144E-001 -.15990095079041E+003 0.44626161663999E-001 0.10132500000000E+006 0.42598628536092E-003 0.27567722988269E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.78865528184251E+003 0.64306998479861E+002
  88 0.20223055090165E-001 0.29209677255251E-003 0.51790745795041E-006 0.10792871450842E-005 0.18265117294610E+000 0.81268453174145E-005 0.33591933333205E-001 0.13819647618587E-003 0.97755200769089E-008 0.87411258917976E-009 0.52507529007694E-004 0.28041863991548E-001 0.11255602552208E-001 0.11583776023204E-001 0.14425208530216E-006 0.56297784667400E-003 0.17972640015699E-004 0.30093887712530E-003 0.28475759181816E-005 0.60842333459954E-003 0.36142823878722E-016 0.52128517948904E-007 0.73088975903150E+000 0.20610921005688E-022 0.79726145816929E+003 0.32418427810144E-001 -.15898978737759E+003 0.44626161663999E-001 0.10132500000000E+006 0.42131722951637E-003 0.27563099445473E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.79726145816929E+003 0.68658415287999E+002
  89 0.20519112339698E-001 0.29527571521325E-003 0.56300924187900E-006 0.11858677962511E-005 0.18178369180627E+000 0.86277267168476E-005 0.34152043562294E-001 0.13918561392076E-003 0.10973652413935E-007 0.98100048918387E-009 0.55614187596510E-004 0.27788413841295E-001 0.11485010598718E-001 0.11866823292176E-001 0.15999308557293E-006 0.57293699802443E-003 0.17666059452966E-004 0.30806841232721E-003 0.30605670083075E-005 0.62201019996115E-003 0.41045696822019E-016 0.53197387567130E-007 0.73089959739686E+000 0.20967760798033E-022 0.80589727171468E+003 0.32418427810144E-001 -.15806835379220E+003 0.44626161663999E-001 0.10132500000000E+006 0.41673258666151E-003 0.27558476809851E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.80589727171468E+003 0.73253670885785E+002
  90 0.20813720882823E-001 0.29845742560125E-003 0.61100493739609E-006 0.13014645796800E-005 0.18090981164343E+000 0.91560091173789E-005 0.34714117170718E-001 0.14013180878119E-003 0.12309951908400E-007 0.11000404023724E-008 0.58874412411967E-004 0.27533591101172E-001 0.11716139428919E-001 0.12153022537683E-001 0.17730853873680E-006 0.58283285501527E-003 0.17339341273045E-004 0.31525484549137E-003 0.32861016321195E-005 0.63554068909708E-003 0.46652481398360E-016 0.54274887060176E-007 0.73091028716672E+000 0.21326746755164E-022 0.81456175339447E+003 0.32418427810144E-001 -.15713680434841E+003 0.44626161663999E-001 0.10132500000000E+006 0.41223067111969E-003 0.27553855632888E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.81456175339447E+003 0.78106398031478E+002
  91 0.21106894849782E-001 0.30164142745550E-003 0.66201750199272E-006 0.14266632711713E-005 0.18002966452209E+000 0.97133891953534E-005 0.35278077433461E-001 0.14103859718868E-003 0.13799911025275E-007 0.12325604367747E-008 0.62294144112317E-004 0.27277417812258E-001 0.11948955795279E-001 0.12442347032323E-001 0.19634169659203E-006 0.59265914224681E-003 0.16995323766235E-004 0.32249584916768E-003 0.35247080051820E-005 0.64899643083946E-003 0.53067163755936E-016 0.55360914665100E-007 0.73092182297676E+000 0.21687838165526E-022 0.82325349673334E+003 0.32418427810144E-001 -.15619536362130E+003 0.44626161663999E-001 0.10132500000000E+006 0.40781004918062E-003 0.27549236677679E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.82325349673334E+003 0.83230869912767E+002
  92 0.21398672804304E-001 0.30482750823848E-003 0.71617927186572E-006 0.15620855139797E-005 0.17914330687256E+000 0.10301757409359E-004 0.35843895942907E-001 0.14190973019310E-003 0.15460923524176E-007 0.13800478684809E-008 0.65879742074177E-004 0.27019894825970E-001 0.12183445964914E-001 0.12734794911506E-001 0.21724938634308E-006 0.60241060245192E-003 0.16636856921847E-004 0.32978965468483E-003 0.37769390567461E-005 0.66235954855711E-003 0.60409931347018E-016 0.56455462874233E-007 0.73093420033195E+000 0.22051024687220E-022 0.83197184231557E+003 0.32418427810144E-001 -.15524419974100E+003 0.44626161663999E-001 0.10132500000000E+006 0.40346893237467E-003 0.27544620288669E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.83197184231557E+003 0.88642699148995E+002
  93 0.21689170821571E-001 0.30801630932964E-003 0.77364480720906E-006 0.17084222780925E-005 0.17825055119736E+000 0.10923338788676E-004 0.36411698567656E-001 0.14274927179181E-003 0.17312925325654E-007 0.15442044150279E-008 0.69638754059561E-004 0.26760953216049E-001 0.12419660260511E-001 0.13030445509653E-001 0.24020814712930E-006 0.61208477866388E-003 0.16266685212648E-004 0.33713643746695E-003 0.40434250730247E-005 0.67561506136459E-003 0.68821629244503E-016 0.57558827051690E-007 0.73094741849583E+000 0.22416396104488E-022 0.84071850863384E+003 0.32418427810144E-001 -.15428324299074E+003 0.44626161663999E-001 0.10132500000000E+006 0.39920442992667E-003 0.27540005539923E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.84071850863384E+003 0.94360056640469E+002
  94 0.21978559886817E-001 0.31120909607200E-003 0.83459171978832E-006 0.18664393948019E-005 0.17735102326143E+000 0.11580703241310E-004 0.36981726504621E-001 0.14356146760341E-003 0.19378771837129E-007 0.17269775304065E-008 0.73579857583703E-004 0.26500471375673E-001 0.12657697962789E-001 0.13329441855950E-001 0.26541643720547E-006 0.62168123375516E-003 0.15887425883405E-004 0.34453784337935E-003 0.43248688019575E-005 0.68874974652197E-003 0.78467588863366E-016 0.58671536204716E-007 0.73096148057185E+000 0.22784119565304E-022 0.84949698845692E+003 0.32418427810144E-001 -.15331224561410E+003 0.44626161663999E-001 0.10132500000000E+006 0.39501295103666E-003 0.27535390574220E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.84949698845692E+003 0.10040367689831E+003
  95 0.22266977841475E-001 0.31440679114829E-003 0.89920530935002E-006 0.20369401460485E-005 0.17644443114718E+000 0.12276604950632E-004 0.37554164694072E-001 0.14435046044293E-003 0.21684077527032E-007 0.19305437641183E-008 0.77711773513716E-004 0.26238353103980E-001 0.12897636120479E-001 0.13631901954202E-001 0.29308998610936E-006 0.63119861175844E-003 0.15501651874336E-004 0.35199476791747E-003 0.46219653517459E-005 0.70174802186648E-003 0.89539329967351E-016 0.59794021144066E-007 0.73097638968717E+000 0.23154330072718E-022 0.85830990375178E+003 0.32418427810144E-001 -.15233107325815E+003 0.44626161664000E-001 0.10132500000000E+006 0.39089150737492E-003 0.27530774002331E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.85830990375178E+003 0.10679527561828E+003
  96 0.22554484522294E-001 0.31760946137455E-003 0.96766680580782E-006 0.22207332495692E-005 0.17553071478488E+000 0.13013863181455E-004 0.38129048981590E-001 0.14512015885803E-003 0.24257063846201E-007 0.21572930233554E-008 0.82042472112585E-004 0.25974570487531E-001 0.13139489939058E-001 0.13937868182014E-001 0.32345745534433E-006 0.64063319528808E-003 0.15111933046476E-004 0.35950612134269E-003 0.49353394635241E-005 0.71458991060174E-003 0.10225638343635E-015 0.60926429042628E-007 0.73099214597137E+000 0.23527068652243E-022 0.86715757720499E+003 0.32418427810144E-001 -.15133987136606E+003 0.44626161664000E-001 0.10132500000000E+006 0.38683830807663E-003 0.27526155638652E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.86715757720499E+003 0.11355634281554E+003
  97 0.22841093140451E-001 0.32081664678359E-003 0.10401571342680E-005 0.24186402722451E-005 0.17460995842655E+000 0.13795408719661E-004 0.38706323563293E-001 0.14587430955031E-003 0.27128913930944E-007 0.24098576494408E-008 0.86579388574472E-004 0.25709138160906E-001 0.13383235897020E-001 0.14247335394610E-001 0.35676217716485E-006 0.64998000621371E-003 0.14720772884382E-004 0.36706954839608E-003 0.52655540530797E-005 0.72725253316330E-003 0.11687079684801E-015 0.62068731017403E-007 0.73100874722219E+000 0.23902317767372E-022 0.87603891899022E+003 0.32418427810144E-001 -.15033897523461E+003 0.44626161664000E-001 0.10132500000000E+006 0.38285225160480E-003 0.27521536019297E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.87603891899022E+003 0.12070845881757E+003
  98 0.23126813674311E-001 0.32402783601966E-003 0.11168661946116E-005 0.26315195232025E-005 0.17368225722824E+000 0.14624387848671E-004 0.39285925798896E-001 0.14661658175269E-003 0.30334414397500E-007 0.26911663869680E-008 0.91329957986991E-004 0.25442074635290E-001 0.13628847030649E-001 0.14560295179310E-001 0.39326678919901E-006 0.65923426946798E-003 0.14330523237552E-004 0.37468252545206E-003 0.56131426690991E-005 0.73971210375295E-003 0.13367370255336E-015 0.63220887249686E-007 0.73102619090045E+000 0.24280055713199E-022 0.88495273315414E+003 0.32418427810144E-001 -.14932876816976E+003 0.44626161664000E-001 0.10132500000000E+006 0.37893229132588E-003 0.27516915713393E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.88495273315414E+003 0.12827413233718E+003
  99 0.23411660823878E-001 0.32724255418461E-003 0.11979955820926E-005 0.28602738740566E-005 0.17274769170863E+000 0.15504195542838E-004 0.39867802192052E-001 0.14735054923830E-003 0.33912439186747E-007 0.30044838647275E-008 0.96301711603977E-004 0.25173394958815E-001 0.13876299676645E-001 0.14876744511716E-001 0.43325541597025E-006 0.66839168497136E-003 0.13943348935758E-004 0.38234256894776E-003 0.59786106565199E-005 0.75194429902173E-003 0.15300191014013E-015 0.64382878920191E-007 0.73104447460437E+000 0.24660267509089E-022 0.89389796331805E+003 0.32418427810144E-001 -.14830965564060E+003 0.44626161664000E-001 0.10132500000000E+006 0.37507732686392E-003 0.27512295195854E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.89389796331805E+003 0.13627697942448E+003
 100 0.23695658091252E-001 0.33046040884454E-003 0.12837608912226E-005 0.31058581511171E-005 0.17180631350209E+000 0.16438504767952E-004 0.40451917043704E-001 0.14807966320853E-003 0.37906479958598E-007 0.33534536882979E-008 0.10150233689978E-003 0.24903106677374E-001 0.14125577225233E-001 0.15196690761621E-001 0.47703586072562E-006 0.67744855900165E-003 0.13561203221312E-004 0.39004734942072E-003 0.63624335226034E-005 0.76392443646097E-003 0.17524560598862E-015 0.65554726307200E-007 0.73106359642507E+000 0.25042950960356E-022 0.90287382524834E+003 0.32418427810144E-001 -.14728205158527E+003 0.44626161664000E-001 0.10132500000000E+006 0.37128615552843E-003 0.27507674781052E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.90287382524834E+003 0.14474185654711E+003
 101 0.23978847662719E-001 0.33368120296026E-003 0.13743964253254E-005 0.33692942275434E-005 0.17085811079787E+000 0.17431323245729E-004 0.41038273470874E-001 0.14880724300334E-003 0.42365366734028E-007 0.37421576316352E-008 0.10693987200206E-003 0.24631200002938E-001 0.14376679250712E-001 0.15520163754982E-001 0.52494328500782E-006 0.68640210433714E-003 0.13185801903455E-004 0.39779496921218E-003 0.67650650463294E-005 0.77562786692535E-003 0.20085816173101E-015 0.66736532380438E-007 0.73108355579599E+000 0.25428130750236E-022 0.91188012895761E+003 0.32418427810144E-001 -.14624634257772E+003 0.44626161664000E-001 0.10132500000000E+006 0.36755735205448E-003 0.27503054460927E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.91188012895761E+003 0.15369522847257E+003
 102 0.24261287670802E-001 0.33690490551033E-003 0.14701567671428E-005 0.36516780532631E-005 0.16990301473888E+000 0.18487018019522E-004 0.41626908802790E-001 0.14953643879981E-003 0.47343940253092E-007 0.41751699198303E-008 0.11262269579950E-003 0.24357649774953E-001 0.14629619791307E-001 0.15847214058234E-001 0.57734261715484E-006 0.69525032179378E-003 0.12818621409432E-004 0.40558390148526E-003 0.71869300752254E-005 0.78702979692999E-003 0.23036699971427E-015 0.67928475632731E-007 0.73110435357899E+000 0.25815855834055E-022 0.92091720653569E+003 0.32418427810144E-001 -.14520289699880E+003 0.44626161664000E-001 0.10132500000000E+006 0.36388932137033E-003 0.27498433947699E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.92091720653569E+003 0.16316522534825E+003
 103 0.24543056136843E-001 0.34013169739875E-003 0.15713207466760E-005 0.39541943274361E-005 0.16894088352679E+000 0.19610368442305E-004 0.42217903744577E-001 0.15027021634917E-003 0.52903939352718E-007 0.46576295624290E-008 0.11855965043392E-003 0.24082411028957E-001 0.14884431524034E-001 0.16177918903561E-001 0.63463247684408E-006 0.70399208399768E-003 0.12460894134280E-004 0.41341310837007E-003 0.76284267088499E-005 0.79810536494365E-003 0.26438726630358E-015 0.69130830812715E-007 0.73112599262136E+000 0.26206205853495E-022 0.92998605126204E+003 0.32418427810144E-001 -.14415205036366E+003 0.44626161664000E-001 0.10132500000000E+006 0.36028026284407E-003 0.27493812608291E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.92998605126204E+003 0.17318193484365E+003
 104 0.24824246694939E-001 0.34336192291721E-003 0.16781929693277E-005 0.42781247358397E-005 0.16797151429998E+000 0.20806594883917E-004 0.42811374385053E-001 0.15101132503311E-003 0.59114877348363E-007 0.51953108851004E-008 0.12476000468993E-003 0.23805422525274E-001 0.15141162573680E-001 0.16512378654389E-001 0.69724805775987E-006 0.71262695290972E-003 0.12113619885784E-004 0.42128192901619E-003 0.80899162122725E-005 0.80882936001770E-003 0.30363737923040E-015 0.70343955139697E-007 0.73114847771615E+000 0.26599286464485E-022 0.93908819308217E+003 0.32418427810144E-001 -.14309412163560E+003 0.44626161664001E-001 0.10132500000000E+006 0.35672824126453E-003 0.27489189533779E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.93908819308217E+003 0.18377745029956E+003
 105 0.25104954260172E-001 0.34659592344362E-003 0.17911009679660E-005 0.46248430599986E-005 0.16699469109409E+000 0.22081339942846E-004 0.43407442378745E-001 0.15176224193866E-003 0.66054744734779E-007 0.57946782607696E-008 0.13123315789112E-003 0.23526620546239E-001 0.15399863752491E-001 0.16850700677097E-001 0.76566143679117E-006 0.72115469477437E-003 0.11777592697156E-004 0.42918967377407E-003 0.85716930514994E-005 0.81917558282683E-003 0.34895563762316E-015 0.71568229246026E-007 0.73117181462788E+000 0.26995209966141E-022 0.94822523982711E+003 0.32418427810144E-001 -.14202946953046E+003 0.44626161664001E-001 0.10132500000000E+006 0.35323137717534E-003 0.27484563776445E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.94822523982711E+003 0.19498547837860E+003
