[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          35

[TIME]
0.000000000000000E+00
[INLET]
Phi =  0.95, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Press            Density          MeanMass         Surface          Stretch          Porosity         Tsolid           HeatRel         
  75 0.13472966542092E-001 0.47127465639377E-003 0.49137357729272E-006 0.67587853569072E-006 0.18912023699195E+000 0.79610423535081E-005 0.28870447477187E-001 0.14478295812464E-003 0.84275728781572E-008 0.74800179362887E-009 0.45933468658429E-004 0.37119072696314E-001 0.10643829004591E-001 0.73552793926971E-002 0.10552040923043E-006 0.49133965018986E-003 0.31243314551923E-004 0.31991642405082E-003 0.29126192344151E-005 0.65176965724532E-003 0.25711033713305E-015 0.62192797872440E-007 0.72472265650556E+000 0.27729047443345E-039 0.71794528268983E+003 0.41909795435389E-001 -.18768001078414E+003 0.52553827797940E-001 0.10132500000000E+006 0.46457764111689E-003 0.27369553564248E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.71794528268983E+003 0.80780239455394E+002
  76 0.13730650302045E-001 0.47732063241450E-003 0.53928569203366E-006 0.74744453525665E-006 0.18827365422498E+000 0.84306278406911E-005 0.29458945204287E-001 0.14610530379682E-003 0.94529027413848E-008 0.83996240455333E-009 0.48833179702772E-004 0.36848415490524E-001 0.10908428752943E-001 0.75755753954609E-002 0.11763314528963E-006 0.50315989396381E-003 0.31069678285601E-004 0.32939986250342E-003 0.31279572837362E-005 0.67093316962235E-003 0.28323339665191E-015 0.63744591778204E-007 0.72471512222556E+000 0.28775800540795E-039 0.72678935563789E+003 0.41909795435389E-001 -.18644761965015E+003 0.52553827797940E-001 0.10132500000000E+006 0.45882130252975E-003 0.27363408522047E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.72678935563789E+003 0.86462816711966E+002
  77 0.13986777848426E-001 0.48337806241407E-003 0.59056515467557E-006 0.82568847987070E-006 0.18741889043335E+000 0.89199108766504E-005 0.30050344447812E-001 0.14734179577767E-003 0.10589502714416E-007 0.94185175490137E-009 0.51884106171684E-004 0.36576096598245E-001 0.11175644522765E-001 0.77989784893146E-002 0.13099842919551E-006 0.51501163535199E-003 0.30836436036652E-004 0.33900795998650E-003 0.33549741840337E-005 0.69021087430215E-003 0.31233234968994E-015 0.65312222616397E-007 0.72470847565777E+000 0.29794293611847E-039 0.73567425678798E+003 0.41909795435389E-001 -.18520021616548E+003 0.52553827797940E-001 0.10132500000000E+006 0.45317797802263E-003 0.27357248744005E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.73567425678798E+003 0.92438475320361E+002
  78 0.14241412109996E-001 0.48944704713560E-003 0.64535703970909E-006 0.91111040951180E-006 0.18655596748998E+000 0.94297119466268E-005 0.30644644385320E-001 0.14849544981041E-003 0.11848701920113E-007 0.10546526034169E-008 0.55093268847153E-004 0.36302087287312E-001 0.11445479325333E-001 0.80254999671954E-002 0.14573532115232E-006 0.52689018535213E-003 0.30545590740800E-004 0.34874057129117E-003 0.35941700405757E-005 0.70958742948860E-003 0.34476881099816E-015 0.66895755793165E-007 0.72470271611833E+000 0.30781689189347E-039 0.74459961407385E+003 0.41909795435389E-001 -.18393775535146E+003 0.52553827797940E-001 0.10132500000000E+006 0.44764478127559E-003 0.27351074675620E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.74459961407385E+003 0.98720052213001E+002
  79 0.14494619079469E-001 0.49552781177279E-003 0.70381093523337E-006 0.10042365713117E-005 0.18568488470341E+000 0.99609670116911E-005 0.31241858166934E-001 0.14956966388231E-003 0.13243085768149E-007 0.11794524634774E-008 0.58468106335356E-004 0.36026353302862E-001 0.11717942662155E-001 0.82551572006069E-002 0.16197406928920E-006 0.53879092605222E-003 0.30199574471811E-004 0.35859778693965E-003 0.38460826604089E-005 0.72904715565308E-003 0.38095103937016E-015 0.68495297967627E-007 0.72469784294985E+000 0.31739148055314E-039 0.75356527060407E+003 0.41909795435389E-001 -.18266017651780E+003 0.52553827797940E-001 0.10132500000000E+006 0.44221878687116E-003 0.27344886592583E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.75356527060407E+003 0.10532162053842E+003
  80 0.14746464707660E-001 0.50162063101923E-003 0.76608095833428E-006 0.11056192726991E-005 0.18480562902850E+000 0.10514733440897E-004 0.31842005711789E-001 0.15056816812893E-003 0.14786643823182E-007 0.13174556108783E-008 0.62016459010754E-004 0.35748858110677E-001 0.11993047350764E-001 0.84879710794978E-002 0.17985700019857E-006 0.55070917355148E-003 0.29801227776566E-004 0.36857981998720E-003 0.41112867056721E-005 0.74857377157476E-003 0.42133988364559E-015 0.70110978667429E-007 0.72469385567526E+000 0.32663073218557E-039 0.76257117542043E+003 0.41909795435389E-001 -.18136741885805E+003 0.52553827797940E-001 0.10132500000000E+006 0.43689710597778E-003 0.27338684677424E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.76257117542043E+003 0.11225854044632E+003
  81 0.14997013866060E-001 0.50772580121198E-003 0.83232613178845E-006 0.12158371649970E-005 0.18391817887540E+000 0.11092199199468E-004 0.32445111042892E-001 0.15149498632032E-003 0.16494942871625E-007 0.14699971751456E-008 0.65746570274125E-004 0.35469564065624E-001 0.12270808350079E-001 0.87239650905143E-002 0.19953955065164E-006 0.56264013847982E-003 0.29353772698419E-004 0.37868696346266E-003 0.43903937132925E-005 0.76815027544536E-003 0.46645571117383E-015 0.71742943636892E-007 0.72469075406396E+000 0.33554224203113E-039 0.77161734251114E+003 0.41909795435389E-001 -.18005942795249E+003 0.52553827797940E-001 0.10132500000000E+006 0.43167691291199E-003 0.27332469048232E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.77161734251114E+003 0.11954754234507E+003
  82 0.15246329896700E-001 0.51384362576701E-003 0.90271090951474E-006 0.13354956718999E-005 0.18302250612577E+000 0.11694692944844E-004 0.33051200903557E-001 0.15235439988076E-003 0.18385323148731E-007 0.16385591042530E-008 0.69667091046169E-004 0.35188432998619E-001 0.12551242145118E-001 0.89631648515503E-002 0.22119139336955E-006 0.57457891837493E-003 0.28860779476327E-004 0.38891956743562E-003 0.46840518935023E-005 0.78775886625709E-003 0.51688633040094E-015 0.73391351479557E-007 0.72468853816910E+000 0.34411798493019E-039 0.78070382910156E+003 0.41909795435389E-001 -.17873615984928E+003 0.52553827797940E-001 0.10132500000000E+006 0.42655545724606E-003 0.27326239773731E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.78070382910156E+003 0.12720681340701E+003
  83 0.15494473835036E-001 0.51997439199544E-003 0.97740562946271E-006 0.14652272078102E-005 0.18211857949698E+000 0.12323693012304E-004 0.33660302502714E-001 0.15315091050249E-003 0.20477114151616E-007 0.18247876551497E-008 0.73787074542162E-004 0.34905427218068E-001 0.12834365708043E-001 0.92055972731306E-002 0.24499759178435E-006 0.58652047909685E-003 0.28326128408684E-004 0.39927800016308E-003 0.49929446921751E-005 0.80738083660028E-003 0.57329588347850E-015 0.75056367821871E-007 0.72468720835335E+000 0.35234420346625E-039 0.78983070093047E+003 0.41909795435389E-001 -.17739758734411E+003 0.52553827797940E-001 0.10132500000000E+006 0.42153008115619E-003 0.27319996896983E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.78983070093047E+003 0.13525606043120E+003
  84 0.15741503040157E-001 0.52611833232661E-003 0.10565867521515E-005 0.16056909117327E-005 0.18120637035246E+000 0.12980834187233E-004 0.34272439676664E-001 0.15388920103709E-003 0.22791866962771E-007 0.20305121102563E-008 0.78115953754276E-004 0.34620511263678E-001 0.13120194689715E-001 0.94512890395974E-002 0.27115972523460E-006 0.59845961180412E-003 0.27753968306688E-004 0.40976258038111E-003 0.53177875009889E-005 0.82699641624087E-003 0.63643469784809E-015 0.76738154953014E-007 0.72468676529443E+000 0.36021115280261E-039 0.79899797391338E+003 0.41909795435389E-001 -.17604371012546E+003 0.52553827797940E-001 0.10132500000000E+006 0.41659824671007E-003 0.27313740474817E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.79899797391338E+003 0.14371653277007E+003
  85 0.15987469877430E-001 0.53227558552536E-003 0.11404370087763E-005 0.17575720683250E-005 0.18028585872926E+000 0.13667913387609E-004 0.34887628996489E-001 0.15457409702557E-003 0.25353606618007E-007 0.22577650120171E-008 0.82663508785414E-004 0.34333653709837E-001 0.13408741537988E-001 0.97002649948877E-002 0.29989700160168E-006 0.61039089602268E-003 0.27148670936294E-004 0.42037350594535E-003 0.56593230060097E-005 0.84658461918322E-003 0.70715026755027E-015 0.78436861020448E-007 0.72468720995741E+000 0.36772270221267E-039 0.80820555520029E+003 0.41909795435389E-001 -.17467456551312E+003 0.52553827797940E-001 0.10132500000000E+006 0.41175755941887E-003 0.27307470617095E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.80820555520029E+003 0.15261101773208E+003
  86 0.16232421811654E-001 0.53844619237176E-003 0.12291459428506E-005 0.19215821007277E-005 0.17935703437416E+000 0.14386898100036E-004 0.35505879279259E-001 0.15521053177650E-003 0.28189120669251E-007 0.25088053229274E-008 0.87439849917674E-004 0.34044827403961E-001 0.13700015175732E-001 0.99525478487951E-002 0.33144751234023E-006 0.62230873508491E-003 0.26514778180328E-004 0.43111083913522E-003 0.60183170840119E-005 0.86612320625231E-003 0.78639990601770E-015 0.80152618394904E-007 0.72468854354409E+000 0.37485463291114E-039 0.81745323538409E+003 0.41909795435389E-001 -.17329023200025E+003 0.52553827797940E-001 0.10132500000000E+006 0.40700576213753E-003 0.27301187490716E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.81745323538409E+003 0.16196385760465E+003
  87 0.16476403635595E-001 0.54463014583801E-003 0.13229113218605E-005 0.20984601573466E-005 0.17841988949456E+000 0.15139941059262E-004 0.36127196585549E-001 0.15580351470505E-003 0.31328305525421E-007 0.27861463764953E-008 0.92455440635703E-004 0.33754007144082E-001 0.13994023276434E-001 0.10208160143615E-001 0.36606983230676E-006 0.63420750017101E-003 0.25856939462512E-004 0.44197458803406E-003 0.63955570492182E-005 0.88558882460067E-003 0.87526582462342E-015 0.81885557357130E-007 0.72469076746288E+000 0.38162801094202E-039 0.82674076278418E+003 0.41909795435389E-001 -.17189082054803E+003 0.52553827797940E-001 0.10132500000000E+006 0.40234068841674E-003 0.27294891267986E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.82674076278418E+003 0.17180103500222E+003
  88 0.16719460564622E-001 0.55082746554271E-003 0.14219412306376E-005 0.22889761722923E-005 0.17747440746303E+000 0.15929399348342E-004 0.36751591760290E-001 0.15635809821796E-003 0.34804575765387E-007 0.30925890039126E-008 0.97721148929772E-004 0.33461166140841E-001 0.14290775814661E-001 0.10467127384017E-001 0.40404496802107E-006 0.64608172071700E-003 0.25179843045673E-004 0.45296483644294E-003 0.67918513654955E-005 0.90495722171494E-003 0.97497300339879E-015 0.83635827374260E-007 0.72469388335647E+000 0.38802721590533E-039 0.83606795546416E+003 0.41909795435389E-001 -.17047645981943E+003 0.52553827797940E-001 0.10132500000000E+006 0.39776020317901E-003 0.27288582050196E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.83606795546416E+003 0.18215030437581E+003
  89 0.16961639332058E-001 0.55703822352074E-003 0.15264557595864E-005 0.24939334435572E-005 0.17652055854709E+000 0.16757849384481E-004 0.37379083182973E-001 0.15687933754370E-003 0.38655307950062E-007 0.34312572464192E-008 0.10324826892058E-003 0.33166274693839E-001 0.14590286418278E-001 0.10729479311435E-001 0.44567828504230E-006 0.65792617852342E-003 0.24488151339059E-004 0.46408179383278E-003 0.72080264496118E-005 0.92420330040456E-003 0.10869092804929E-014 0.85403605510441E-007 0.72469789315880E+000 0.39405411078456E-039 0.84543474130289E+003 0.41909795435389E-001 -.16904729192319E+003 0.52553827797940E-001 0.10132500000000E+006 0.39326218508188E-003 0.27282259840734E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.84543474130289E+003 0.19304125735001E+003
  90 0.17202985489562E-001 0.56326247264504E-003 0.16366871443135E-005 0.27141683313214E-005 0.17555831055851E+000 0.17628089255258E-004 0.38009689695491E-001 0.15737224286774E-003 0.42922274264280E-007 0.38056326884165E-008 0.10904845433930E-003 0.32869303483681E-001 0.14892569035188E-001 0.10995247082344E-001 0.49130089459114E-006 0.66973581429423E-003 0.23786448698658E-004 0.47532567127568E-003 0.76449161386813E-005 0.94330087127821E-003 0.12126465447238E-014 0.87189077227004E-007 0.72470279909064E+000 0.39968218389165E-039 0.85484105140185E+003 0.41909795435389E-001 -.16760349068370E+003 0.52553827797940E-001 0.10132500000000E+006 0.38884457928094E-003 0.27275924617245E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.85484105140185E+003 0.20450520685905E+003
  91 0.17443538376454E-001 0.56950011197913E-003 0.17528783901087E-005 0.29505467622371E-005 0.17458764976100E+000 0.18543129063934E-004 0.38643417003299E-001 0.15784172942894E-003 0.47652050618120E-007 0.42195860956790E-008 0.11513356858068E-003 0.32570229991011E-001 0.15197631364669E-001 0.11264457525745E-001 0.54127033491005E-006 0.68150551679025E-003 0.23079199790627E-004 0.48669643483715E-003 0.81033441643222E-005 0.96222222906360E-003 0.13539626699949E-014 0.88992398000715E-007 0.72470860353105E+000 0.40493035167430E-039 0.86428661672102E+003 0.41909795435389E-001 -.16614529563213E+003 0.52553827797940E-001 0.10132500000000E+006 0.38450548730986E-003 0.27269576467882E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.86428661672102E+003 0.21657489666939E+003
  92 0.17683328214706E-001 0.57575080353347E-003 0.18752821887579E-005 0.32039609612832E-005 0.17360859449787E+000 0.19506183360816E-004 0.39280249100685E-001 0.15829257398223E-003 0.52896456489257E-007 0.46774114277586E-008 0.12151554761291E-003 0.32269042623865E-001 0.15505470558342E-001 0.11537129290371E-001 0.59597116458964E-006 0.69323001357003E-003 0.22370705629162E-004 0.49819364066233E-003 0.85841069216646E-005 0.98093791826032E-003 0.15128660060522E-014 0.90813668210122E-007 0.72471530883348E+000 0.40977582841143E-039 0.87377084053725E+003 0.41909795435389E-001 -.16467303534337E+003 0.52553827797940E-001 0.10132500000000E+006 0.38024321137454E-003 0.27263215675133E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.87377084053725E+003 0.22928422375997E+003
  93 0.17922379992422E-001 0.58201406525974E-003 0.20041630022820E-005 0.34753326387228E-005 0.17262118143481E+000 0.20520687839351E-004 0.39920157589018E-001 0.15872938370887E-003 0.58713160494539E-007 0.51838738813362E-008 0.12820642407212E-003 0.31965736415314E-001 0.15816077523439E-001 0.11813276572833E-001 0.65581681791615E-006 0.70490409142785E-003 0.21665043078404E-004 0.50981659031119E-003 0.90879677850674E-005 0.99941705049471E-003 0.16916268291259E-014 0.92652958851528E-007 0.72472291729815E+000 0.41423351797090E-039 0.88329293783855E+003 0.41909795435389E-001 -.16318710961881E+003 0.52553827797940E-001 0.10132500000000E+006 0.37605617618223E-003 0.27256842620325E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.88329293783855E+003 0.24266827068605E+003
  94 0.18160722790056E-001 0.58828951107241E-003 0.21398028804491E-005 0.37656246765325E-005 0.17162542781222E+000 0.21590344880530E-004 0.40563126243067E-001 0.15915657329004E-003 0.65166531462739E-007 0.57442786642071E-008 0.13521853738803E-003 0.31660301418295E-001 0.16129448787089E-001 0.12092919693868E-001 0.72125336638259E-006 0.71652307664541E-003 0.20965993271477E-004 0.52156477148354E-003 0.96156648885404E-005 0.10176280362070E-002 0.18928189799294E-014 0.94510382227141E-007 0.72473143143422E+000 0.41828822987201E-039 0.89285230079346E+003 0.41909795435389E-001 -.16168793538571E+003 0.52553827797940E-001 0.10132500000000E+006 0.37194276369345E-003 0.27250457538669E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.89285230079346E+003 0.25676370938257E+003
  95 0.18398396268657E-001 0.59457702270937E-003 0.22825072146895E-005 0.40758538860022E-005 0.17062130311959E+000 0.22719169015896E-004 0.41209168989940E-001 0.15957833710664E-003 0.72328616681409E-007 0.63645498817697E-008 0.14256472985472E-003 0.31352714086056E-001 0.16445595422640E-001 0.12376093279558E-001 0.79276374363822E-006 0.72808316501818E-003 0.20276986742811E-004 0.53343819259566E-003 0.10167917268094E-004 0.10355390581117E-002 0.21193689986696E-014 0.96386145635779E-007 0.72474085431963E+000 0.42193322871291E-039 0.90244876454850E+003 0.41909795435389E-001 -.16017590673672E+003 0.52553827797940E-001 0.10132500000000E+006 0.36790120993649E-003 0.27244060343779E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.90244876454850E+003 0.27160918897233E+003
  96 0.18635450835328E-001 0.60087675743480E-003 0.24326077678166E-005 0.44070988450010E-005 0.16960872614005E+000 0.23911512169505E-004 0.41858331269891E-001 0.15999861382972E-003 0.80280122831950E-007 0.70513086121725E-008 0.15025839264263E-003 0.31042936472734E-001 0.16764544003040E-001 0.12662847449201E-001 0.87087105640219E-006 0.73958143055276E-003 0.19601077414258E-004 0.54543741953234E-003 0.10745419093688E-004 0.10531180260566E-002 0.23746095484478E-014 0.98280558103466E-007 0.72475118982669E+000 0.42518270182939E-039 0.91208262497198E+003 0.41909795435389E-001 -.15865139346640E+003 0.52553827797940E-001 0.10132500000000E+006 0.36392961630523E-003 0.27237650619185E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.91208262497198E+003 0.28724543580292E+003
  97 0.18871946596151E-001 0.60718912258612E-003 0.25904651448084E-005 0.47605070126855E-005 0.16858756727216E+000 0.25172086000607E-004 0.42510688007781E-001 0.16042105373084E-003 0.89111488983594E-007 0.78119579244462E-008 0.15831347542584E-003 0.30730917043730E-001 0.17086335888280E-001 0.12953247529230E-001 0.95614181924893E-006 0.75101576384947E-003 0.18940930072433E-004 0.55756354836586E-003 0.11348830557853E-004 0.10703324232322E-002 0.26623405525600E-014 0.10019402737387E-006 0.72476244279354E+000 0.42800626825999E-039 0.92175460590634E+003 0.41909795435389E-001 -.15711474802937E+003 0.52553827797940E-001 0.10132500000000E+006 0.36002598033505E-003 0.27231227643412E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.92175460590634E+003 0.30371529088227E+003
  98 0.19107953516391E-001 0.61351478094338E-003 0.27564721726229E-005 0.51373043201206E-005 0.16755764590760E+000 0.26505993227013E-004 0.43166344772082E-001 0.16084899262941E-003 0.98924142642226E-007 0.86547825785902E-008 0.16674453372349E-003 0.30416589966643E-001 0.17411028063737E-001 0.13247375176077E-001 0.10491898601349E-005 0.76238485849262E-003 0.18298813679131E-004 0.56981823457080E-003 0.11978770979639E-004 0.10871492262468E-002 0.29869019702330E-014 0.10212706625987E-006 0.72477461923702E+000 0.43045007267257E-039 0.93146587363959E+003 0.41909795435389E-001 -.15556630559999E+003 0.52553827797940E-001 0.10132500000000E+006 0.35618820485968E-003 0.27224790383479E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.93146587363959E+003 0.32106383676412E+003
  99 0.19343550462956E-001 0.61985462514691E-003 0.29310567432806E-005 0.55388040553165E-005 0.16651873277992E+000 0.27918756686556E-004 0.43825435762002E-001 0.16128542785330E-003 0.10983188171975E-006 0.95890582943784E-008 0.17556673800678E-003 0.30099875918732E-001 0.17738692405016E-001 0.13545328101966E-001 0.11506801521270E-005 0.77368813351271E-003 0.17676606250285E-004 0.58220366089104E-003 0.12635808407944E-004 0.11035347270548E-002 0.33532576495636E-014 0.10408028981664E-006 0.72478772650637E+000 0.43244418153324E-039 0.94121800421821E+003 0.41909795435389E-001 -.15400639224776E+003 0.52553827797940E-001 0.10132500000000E+006 0.35241412464950E-003 0.27218337519599E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.94121800421821E+003 0.33933846173471E+003
 100 0.19578822890891E-001 0.62620971384009E-003 0.31146836557587E-005 0.59664138069923E-005 0.16547055870919E+000 0.29416342278226E-004 0.44488117797612E-001 0.16173299489725E-003 0.12196235548150E-006 0.10625168182926E-007 0.18479582045862E-003 0.29780684834978E-001 0.18069412913755E-001 0.13847217952612E-001 0.12613321823212E-005 0.78492558303146E-003 0.17075810221147E-004 0.59472242562186E-003 0.13320443983145E-004 0.11194542549505E-002 0.37670907028619E-014 0.10605440055331E-006 0.72480177333100E+000 0.43403574265481E-039 0.95101289174962E+003 0.41909795435389E-001 -.15243534338408E+003 0.52553827797940E-001 0.10132500000000E+006 0.34870155243222E-003 0.27211867508506E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.95101289174962E+003 0.35858880917881E+003
 101 0.19813861054141E-001 0.63258121971164E-003 0.33078566399346E-005 0.64216430546509E-005 0.16441282166270E+000 0.31005185116212E-004 0.45154565487339E-001 0.16219394719967E-003 0.13545871886809E-006 0.11774732640416E-007 0.19444801862445E-003 0.29458918129210E-001 0.18403283468508E-001 0.14153168625175E-001 0.13819234164349E-005 0.79609764568736E-003 0.16497571599061E-004 0.60737744671840E-003 0.14033095582842E-004 0.11348719435925E-002 0.42349144936316E-014 0.10805017679344E-006 0.72481676984649E+000 0.43517345233824E-039 0.96085267452779E+003 0.41909795435389E-001 -.15085352030327E+003 0.52553827797940E-001 0.10132500000000E+006 0.34504831315423E-003 0.27205378634386E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.96085267452779E+003 0.37886673189121E+003
 102 0.20048759411937E-001 0.63897040821722E-003 0.35111212605370E-005 0.69061131161492E-005 0.16334518888981E+000 0.32692224739563E-004 0.45824969573689E-001 0.16267013979861E-003 0.15048153122239E-006 0.13050758594211E-007 0.20454004867859E-003 0.29134469411315E-001 0.18740407115343E-001 0.14463315985186E-001 0.15132932888150E-005 0.80720512616202E-003 0.15942700361735E-004 0.62017192048688E-003 0.14774083237933E-004 0.11497505851847E-002 0.47642038061899E-014 0.11006847035260E-006 0.72483272765936E+000 0.43584555945693E-039 0.97073970839432E+003 0.41909795435389E-001 -.14926132000154E+003 0.52553827797940E-001 0.10132500000000E+006 0.34145225730054E-003 0.27198869028249E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.97073970839432E+003 0.40022632145174E+003
 103 0.20283616590266E-001 0.64537863028972E-003 0.37250684454516E-005 0.74215689997204E-005 0.16226729670542E+000 0.34484947678801E-004 0.46499536771062E-001 0.16316301548526E-003 0.16721091988654E-006 0.14467809594977E-007 0.21508909215292E-003 0.28807224495241E-001 0.19080896087899E-001 0.14777808273801E-001 0.16563476183399E-005 0.81824913782749E-003 0.15411693199108E-004 0.63310930409767E-003 0.15543615138610E-004 0.11640515200230E-002 0.53635496419812E-014 0.11211020877813E-006 0.72484965993668E+000 0.43602741530631E-039 0.98067656217149E+003 0.41909795435389E-001 -.14765918225362E+003 0.52553827797940E-001 0.10132500000000E+006 0.33791126491099E-003 0.27192336672704E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.98067656217149E+003 0.42272398281031E+003
 104 0.20518535767501E-001 0.65180732573105E-003 0.39503387009333E-005 0.79698934207007E-005 0.16117874836123E+000 0.36391438316248E-004 0.47178490785327E-001 0.16367359306442E-003 0.18584905303327E-006 0.16042200255558E-007 0.22611279568718E-003 0.28477060837648E-001 0.19424872418612E-001 0.15096807099536E-001 0.18120635241880E-005 0.82923106014685E-003 0.14904758270895E-004 0.64619331625436E-003 0.16341774212436E-004 0.11777345467043E-002 0.60428425440449E-014 0.11417640139336E-006 0.72486758152595E+000 0.43572030964419E-039 0.99066603043321E+003 0.41909795435389E-001 -.14604759475331E+003 0.52553827797940E-001 0.10132500000000E+006 0.33442324316459E-003 0.27185779395415E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.99066603043321E+003 0.44641855676385E+003
 105 0.20753626139572E-001 0.65825804324950E-003 0.41876277962485E-005 0.85531251756102E-005 0.16007910701668E+000 0.38420445747821E-004 0.47862076306753E-001 0.16420245941686E-003 0.20662304409099E-006 0.17792225031396E-007 0.23762931987653E-003 0.28143845280880E-001 0.19772470159599E-001 0.15420490050236E-001 0.19814954976012E-005 0.84015254145653E-003 0.14421840051645E-004 0.65942799415536E-003 0.17168507952532E-004 0.11907578820249E-002 0.68134930983781E-014 0.11626815544247E-006 0.72488650922002E+000 0.43481146031653E-039 0.10007111538470E+004 0.41909795435389E-001 -.14442714565970E+003 0.52553827797940E-001 0.10132500000000E+006 0.33098612155533E-003 0.27179194843867E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10007111538470E+004 0.47137163010735E+003
 106 0.20989003979606E-001 0.66473251484476E-003 0.44376932596534E-005 0.91734795390768E-005 0.15896788911835E+000 0.40581458796317E-004 0.48550562836919E-001 0.16474976019830E-003 0.22978826762520E-006 0.19738419829415E-007 0.24965738327744E-003 0.27807433170910E-001 0.20123837059323E-001 0.15749052544167E-001 0.21657819474176E-005 0.85101547357408E-003 0.13962646732996E-004 0.67281772437832E-003 0.18023616764923E-004 0.12030780650695E-002 0.76886942934168E-014 0.11838668898925E-006 0.72490646175857E+000 0.43346237366081E-039 0.10108154314306E+004 0.41909795435389E-001 -.14279911431063E+003 0.52553827797940E-001 0.10132500000000E+006 0.32759778488954E-003 0.27172580410383E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10108154314306E+004 0.49764745334220E+003
 107 0.21224790374034E-001 0.67123248416725E-003 0.47013568863548E-005 0.98333613047835E-005 0.15784457631405E+000 0.42884756744711E-004 0.49244236565388E-001 0.16531518671002E-003 0.25563178129075E-006 0.21903828889384E-007 0.26221611005195E-003 0.27467670283225E-001 0.20479131285049E-001 0.16082705922004E-001 0.23661494392955E-005 0.86182181397193E-003 0.13526685321789E-004 0.68636707707719E-003 0.18906729369726E-004 0.12146496887397E-002 0.86837201893367E-014 0.12053331540909E-006 0.72492746016156E+000 0.43167763548253E-039 0.10209824066582E+004 0.41909795435389E-001 -.14116460434122E+003 0.52553827797940E-001 0.10132500000000E+006 0.32425621605016E-003 0.27165933392548E+002 0.10000000000000E+001 0.00000000000000E+000 0.10000000000000E+001 0.10209824066582E+004 0.52531334625277E+003
