[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          27

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac         
 119 0.24949852497077E-001 0.11030190540707E-002 -.22437486122978E-002 -.94785449235249E-004 -.22033886706568E-002 -.35841566148191E-003 0.33240283494045E-002 0.25820235178138E-004 -.14082715261031E-004 -.11046859573180E-005 -.11144909503686E-003 -.22612378786720E-002 0.10887343364873E-002 0.14972106496528E-003 -.10299281298986E-004 0.10856923797857E-003 -.21367931067059E-005 0.10587420652618E-003 0.16614998104392E-004 0.40415370032031E-003 -.22536587917266E-011 0.22793148736474E-011 -.12828040960423E-013 0.00000000000000E+000 0.14173302774527E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 120 0.25222665019879E-001 0.11926642593422E-002 -.23552943957197E-002 -.10060095277140E-003 -.23581118181818E-002 -.38048774765697E-003 0.35430556704766E-002 0.27755625845704E-004 -.15406723683453E-004 -.12071607105350E-005 -.63504372559113E-004 -.24231053355470E-002 0.11754799248988E-002 0.16139515003057E-003 -.10380461222693E-004 0.11272015802741E-003 -.18645098074510E-005 0.11810735348500E-003 0.18122723613437E-004 0.39670658818829E-003 -.26296551309697E-011 0.26667548593470E-011 -.18549864188654E-013 0.00000000000000E+000 0.14924408029360E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 121 0.25495352758867E-001 0.12871425294421E-002 -.24678487179406E-002 -.10670835351536E-003 -.25214668950141E-002 -.40335451178748E-003 0.37732012202932E-002 0.29542615515992E-004 -.16792090272198E-004 -.13142659073400E-005 -.10518337704592E-004 -.25932056513443E-002 0.12678629005512E-002 0.17389256447429E-003 -.10387262233954E-004 0.11706914958849E-003 -.16197159676862E-005 0.13140021158559E-003 0.19566146725481E-004 0.38653999609694E-003 -.30659609807603E-011 0.31192054546281E-011 -.26622236933930E-013 0.00000000000000E+000 0.15699629218665E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 122 0.25767628991517E-001 0.13863258797719E-002 -.25807669682187E-002 -.11310970369369E-003 -.26934267263632E-002 -.42696484542238E-003 0.40142909269413E-002 0.31155531303481E-004 -.18229161456519E-004 -.14252085454859E-005 0.47394088435500E-004 -.27713355900379E-002 0.13659588872697E-002 0.18724155805469E-003 -.10313509654143E-004 0.12159948767649E-003 -.14019727541477E-005 0.14573742230477E-003 0.20927462101852E-004 0.37359082609927E-003 -.35710123004265E-011 0.36468390614600E-011 -.37913380516769E-013 0.00000000000000E+000 0.16497547303997E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 123 0.26039484998491E-001 0.14901352462537E-002 -.26934772102290E-002 -.11981281591053E-003 -.28740821970053E-002 -.45128180500175E-003 0.42663077122662E-002 0.32573331936207E-004 -.19707387596373E-004 -.15391057415203E-005 0.11009763530154E-003 -.29573977490199E-002 0.14699078557726E-002 0.20148203758843E-003 -.10153779946592E-004 0.12629693312051E-003 -.12104496009266E-005 0.16109923325502E-003 0.22191458242712E-004 0.35782131356338E-003 -.41546979216538E-011 0.42618721805308E-011 -.53587129438496E-013 0.00000000000000E+000 0.17317395689395E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 124 0.26310900310630E-001 0.15984438718950E-002 -.28053651190051E-002 -.12682517878772E-003 -.30634770035299E-002 -.47625891089677E-003 0.45291578850530E-002 0.33777825666695E-004 -.21213873984379E-004 -.16548771060988E-005 0.17738443444644E-003 -.31512276236634E-002 0.15798201980196E-002 0.21665324463516E-003 -.99033135993930E-005 0.13114543161416E-003 -.10442499252762E-005 0.17744762026972E-003 0.23344064168781E-004 0.33922863034307E-003 -.48280690959127E-011 0.49784320279221E-011 -.75181466004666E-013 0.00000000000000E+000 0.18158270254054E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 125 0.26581514178834E-001 0.17109345068523E-002 -.29156447818422E-002 -.13414479601038E-003 -.32613564236167E-002 -.50180815593839E-003 0.48023263265340E-002 0.34752890168574E-004 -.22731508277435E-004 -.17711120247928E-005 0.24888195860157E-003 -.33523398279338E-002 0.16956273962856E-002 0.23277318099730E-003 -.95584683541972E-005 0.13612098064487E-003 -.90258407151421E-006 0.19470365453455E-003 0.24371326674855E-004 0.31787501085682E-003 -.56024041341248E-011 0.58117439371989E-011 -.10466990153704E-012 0.00000000000000E+000 0.19018067518316E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 126 0.26850378891955E-001 0.18269626558745E-002 -.30232795749760E-002 -.14175089792812E-003 -.34669144699261E-002 -.52777207261818E-003 0.50845412171409E-002 0.35485546180281E-004 -.24237650960861E-004 -.18859955492637E-005 0.32395751443590E-003 -.35596849371660E-002 0.18169244951077E-002 0.24981565637913E-003 -.91177179410943E-005 0.14118624473911E-003 -.78474054348342E-006 0.21272474190008E-003 0.25259606843574E-004 0.29392921700577E-003 -.64876439359662E-011 0.67765854600964E-011 -.14447076206507E-012 0.00000000000000E+000 0.19892547325952E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 127 0.27116082525209E-001 0.19455720743347E-002 -.31270751308402E-002 -.14960374964266E-003 -.36787954565679E-002 -.55393135915623E-003 0.53737978513129E-002 0.35968933047716E-004 -.25705360180276E-004 -.19974123374411E-005 0.40172386774645E-003 -.37716749100336E-002 0.19429578667084E-002 0.26770628016013E-003 -.85825682834965E-005 0.14629227095008E-003 -.68983305500814E-006 0.23130649500430E-003 0.25997591833170E-004 0.26768081232492E-003 -.74912483187997E-011 0.78860705449682E-011 -.19741111308427E-012 0.00000000000000E+000 0.20775556384010E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 128 0.27377298291454E-001 0.20657321845432E-002 -.32259437618861E-002 -.15765865025082E-003 -.38954884665659E-002 -.58005961826279E-003 0.56679153643810E-002 0.36204742304960E-004 -.27107462728639E-004 -.21032283413971E-005 0.48120443877717E-003 -.39866002767411E-002 0.20728508052650E-002 0.28635190319711E-003 -.79573212862696E-005 0.15138957849166E-003 -.61652536242042E-006 0.25022250020928E-003 0.26578812609581E-004 0.23949273154557E-003 -.86188637124004E-011 0.91523293609159E-011 -.26673282425774E-012 0.00000000000000E+000 0.21660805665763E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 129 0.27633276277472E-001 0.21866002105470E-002 -.33191128504339E-002 -.16588230055695E-003 -.41157852676712E-002 -.60597892555862E-003 0.59651606257014E-002 0.36202349846604E-004 -.28420214362963E-004 -.22015454490557E-005 0.56152852471902E-003 -.42030906445255E-002 0.22058796247452E-002 0.30567909671900E-003 -.72476634441064E-005 0.15643929990723E-003 -.56302917171103E-006 0.26927052435056E-003 0.27002175524667E-004 0.20972557555619E-003 -.98762687224569E-011 0.10588677542371E-010 -.35620440995695E-012 0.00000000000000E+000 0.22543684491177E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 130 0.27883873826320E-001 0.23075899393128E-002 -.34061190482317E-002 -.17425742246496E-003 -.43389120602897E-002 -.63157060472772E-003 0.62644137172795E-002 0.35975590637186E-004 -.29623888127173E-004 -.22907599369868E-005 0.64199819556408E-003 -.44202331685248E-002 0.23415628620822E-002 0.32564790872390E-003 -.64593559452944E-005 0.16141526355705E-003 -.52735013468009E-006 0.28828778472615E-003 0.27270296864819E-004 0.17869706477988E-003 -.11270622400763E-010 0.12211178004423E-010 -.47027780183026E-012 0.00000000000000E+000 0.23421599888932E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 131 0.28129297208201E-001 0.24282871264189E-002 -.34866851797409E-002 -.18277752397922E-003 -.45643890680600E-002 -.65675365492407E-003 0.65649647231666E-002 0.35539985569169E-004 -.30701418704940E-004 -.23694809282215E-005 0.72204386419812E-003 -.46374201093958E-002 0.24795857104352E-002 0.34624231906103E-003 -.55977883273350E-005 0.16629957181748E-003 -.50752536792381E-006 0.30714000221749E-003 0.27387552226010E-004 0.14668487416266E-003 -.12810400766073E-010 0.14038820214718E-010 -.61420972432223E-012 0.00000000000000E+000 0.24293244807433E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 132 0.28369868050944E-001 0.25483524235500E-002 -.35606176804587E-002 -.19144059762890E-003 -.47918609625810E-002 -.68146244114395E-003 0.68662783286343E-002 0.34911409661661E-004 -.31637141540334E-004 -.24364408486797E-005 0.80116406361096E-003 -.48541748710011E-002 0.26197020303049E-002 0.36745677700034E-003 -.46680815483092E-005 0.17107802906022E-003 -.50173193331084E-006 0.32570711965331E-003 0.27358976629761E-004 0.11394258716460E-003 -.14504804493515E-010 0.16093090698420E-010 -.79414310245222E-012 0.00000000000000E+000 0.25157840508376E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 133 0.28605901283339E-001 0.26674647552873E-002 -.36277566339435E-002 -.20024523016138E-003 -.50209941486045E-002 -.70563430755759E-003 0.71678542116468E-002 0.34105681842941E-004 -.32416225116241E-004 -.24904509823110E-005 0.87888938764968E-003 -.50700499505277E-002 0.27616734261820E-002 0.38928743235463E-003 -.36753055640354E-005 0.17573756021013E-003 -.50830433966218E-006 0.34387499236567E-003 0.27189890357477E-004 0.80711332343625E-004 -.16363203042669E-010 0.18397540346129E-010 -.10171686517296E-011 0.00000000000000E+000 0.26014706792666E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 134 0.28837666958574E-001 0.27853016000217E-002 -.36879617563815E-002 -.20918904353932E-003 -.52514382531276E-002 -.72920551240718E-003 0.74691761272593E-002 0.33138468032831E-004 -.33024618968028E-004 -.25303958475833E-005 0.95477060997684E-003 -.52845904908601E-002 0.29052459833080E-002 0.41172851325127E-003 -.26246104740894E-005 0.18026529663532E-003 -.52571807269027E-006 0.36153287920671E-003 0.26885853983319E-004 0.47223982335491E-004 -.18394789962860E-010 0.20977558545185E-010 -.12913842911623E-011 0.00000000000000E+000 0.26863109313830E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 135 0.29065407010035E-001 0.29015466051214E-002 -.37411167993245E-002 -.21826905442033E-003 -.54828387045842E-002 -.75211286575736E-003 0.77697290457757E-002 0.32025130440252E-004 -.33449241723678E-004 -.25552459085599E-005 0.10283846984984E-002 -.54973470581561E-002 0.30501582668971E-002 0.43477334698304E-003 -.15211829907627E-005 0.18464879249915E-003 -.55257154228943E-006 0.37857513169018E-003 0.26452665090304E-004 0.13702300941362E-004 -.20608574288057E-010 0.23860545264354E-010 -.16259854881488E-011 0.00000000000000E+000 0.27702305064886E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 136 0.29289367494095E-001 0.30159056714106E-002 -.37871351108414E-002 -.22748280186188E-003 -.57148680286525E-002 -.77429688617937E-003 0.80690396745418E-002 0.30780455027997E-004 -.33678123411667E-004 -.25640679915653E-005 0.10993454948219E-002 -.57079044709324E-002 0.31961613658736E-002 0.45841744957949E-003 -.37009345680838E-006 0.18887653982528E-003 -.58757772902351E-006 0.39490389830171E-003 0.25896274508561E-004 -.19648431099657E-004 -.23013616152107E-010 0.27076426738647E-010 -.20314052932701E-011 0.00000000000000E+000 0.28531650493386E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 137 0.29509808415723E-001 0.31281114356939E-002 -.38259564197662E-002 -.23682875217583E-003 -.59472368993757E-002 -.79570248319674E-003 0.83666894393693E-002 0.29418438154674E-004 -.33700386297712E-004 -.25560254818179E-005 0.11673058831468E-002 -.59158903269888E-002 0.33430265959393E-002 0.48265992326331E-003 0.82379517063054E-006 0.19293801022905E-003 -.62956007847846E-006 0.41042976327469E-003 0.25222685381404E-004 -.52641403107255E-004 -.25619180370047E-010 0.30658128316303E-010 -.25194739731278E-011 0.00000000000000E+000 0.29350630187544E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 138 0.29726982596307E-001 0.32379113686272E-002 -.38575377538352E-002 -.24630540300323E-003 -.61796721184966E-002 -.81627650306014E-003 0.86622848959712E-002 0.27952301177299E-004 -.33506186369170E-004 -.25303764267044E-005 0.12319494774533E-002 -.61209535725065E-002 0.34905322189108E-002 0.50750148431353E-003 0.20557558300177E-005 0.19682310993526E-003 -.67744321407934E-006 0.42506993750650E-003 0.24437957487139E-004 -.85105128956826E-004 -.28434550123985E-010 0.34641627146630E-010 -.31035385113223E-011 0.00000000000000E+000 0.30158769781263E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 139 0.29941107051202E-001 0.33450521695962E-002 -.38818476456188E-002 -.25590988258094E-003 -.64118838826803E-002 -.83596482481166E-003 0.89554158253015E-002 0.26394671281214E-004 -.33086782906529E-004 -.24864802907588E-005 0.12929810205697E-002 -.63227353922314E-002 0.36384428841792E-002 0.53294100320688E-003 0.33210398305409E-005 0.20052157325346E-003 -.73023785331486E-006 0.43874620996268E-003 0.23548326613700E-004 -.11687885045529E-003 -.31468590614509E-010 0.39065626028962E-010 -.37985177072265E-011 0.00000000000000E+000 0.30955519807744E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 140 0.30152356906874E-001 0.34492764189521E-002 -.38988678553092E-002 -.26563738479621E-003 -.66435557697555E-002 -.85471198232596E-003 0.92456435195784E-002 0.24757689466101E-004 -.32434721807213E-004 -.24238117787799E-005 0.13501251688880E-002 -.65208620100316E-002 0.37865031509228E-002 0.55897408876053E-003 0.46148086312097E-005 0.20402285554389E-003 -.78702846773302E-006 0.45138487731397E-003 0.22560305962274E-004 -.14781143360681E-003 -.34729447505153E-010 0.43971347628368E-010 -.46209500616079E-011 0.00000000000000E+000 0.31740225159732E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 141 0.30360884700491E-001 0.35503324361088E-002 -.39085978271697E-002 -.27548177299679E-003 -.68743633270408E-002 -.87246320003530E-003 0.95325251110884E-002 0.23052924036830E-004 -.31543965604603E-004 -.23419702797588E-005 0.14031327969393E-002 -.67149623344332E-002 0.39344493107858E-002 0.58559478607406E-003 0.59322180767570E-005 0.20731648699702E-003 -.84696945902356E-006 0.46291835847409E-003 0.21480661998979E-004 -.17776420002131E-003 -.38224606535901E-010 0.49402831451134E-010 -.55891124576165E-011 0.00000000000000E+000 0.32512191952991E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 142 0.30566842777204E-001 0.36479851292743E-002 -.39110557547680E-002 -.28543647338884E-003 -.71039979272211E-002 -.88916639428643E-003 0.98156433408670E-002 0.21291206909568E-004 -.30409885243847E-004 -.22406793589426E-005 0.14517866246869E-002 -.69046884809111E-002 0.40820248577886E-002 0.61279818765551E-003 0.72685508266732E-005 0.21039241416009E-003 -.90928606252249E-006 0.47328656084795E-003 0.20316307987865E-004 -.20661402060649E-003 -.41961139441403E-010 0.55407568563613E-010 -.67232145611049E-011 0.00000000000000E+000 0.33270766905511E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 143 0.30770389480393E-001 0.37420180795597E-002 -.39062758762213E-002 -.29549471097051E-003 -.73321735219098E-002 -.90477244971446E-003 0.10094614087333E-001 0.19482573235671E-004 -.29029203774418E-004 -.21197827647058E-005 0.14959010635782E-002 -.70897204590801E-002 0.42289851415844E-002 0.64058137816466E-003 0.86192676565989E-005 0.21324101580154E-003 -.97327270815311E-006 0.48243688134248E-003 0.19074235496521E-004 -.23425369106798E-003 -.45945800621150E-010 0.62036989885788E-010 -.80455946323186E-011 0.00000000000000E+000 0.34015355775582E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 144 0.30971675562519E-001 0.38322261835279E-002 -.38943060798119E-002 -.30564877373751E-003 -.75586109863031E-002 -.91923391147316E-003 0.10369066408900E-001 0.17636385663610E-004 -.27400054326925E-004 -.19792474990501E-005 0.15353174071722E-002 -.72697525099775E-002 0.43750875323551E-002 0.66894169954144E-003 0.99799291318494E-005 0.21585283288700E-003 -.10382852136615E-005 0.49032320949194E-003 0.17761565259006E-004 -.26058942678617E-003 -.50184750175201E-010 0.69346373231180E-010 -.95808115279896E-011 0.00000000000000E+000 0.34745368945251E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 145 0.31170833272817E-001 0.39184104596928E-002 -.38752082956852E-002 -.31588932535143E-003 -.77830250084704E-002 -.93250422424380E-003 0.10638626598722E-001 0.15761466627074E-004 -.25522113462433E-004 -.18191705846203E-005 0.15699010568617E-002 -.74444828326376E-002 0.45200830775133E-002 0.69787503973641E-003 0.11346120296295E-004 0.21821841290253E-003 -.11037330195086E-005 0.49690544836601E-003 0.16385612960721E-004 -.28553899012974E-003 -.54683216758419E-010 0.77394582014588E-010 -.11355682628084E-010 0.00000000000000E+000 0.35460179124610E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 146 0.31367998621305E-001 0.40003875749419E-002 -.38490564945191E-002 -.32620639779564E-003 -.80051484693613E-002 -.94453928330867E-003 0.10902947506190E-001 0.13865929640370E-004 -.23396446469260E-004 -.16397670625310E-005 0.15995449434652E-002 -.76136328741782E-002 0.46637323609262E-002 0.72737886232607E-003 0.12713592995317E-004 0.22032857191617E-003 -.11690823785926E-005 0.50215024855797E-003 0.14953728650081E-004 -.30903405797822E-003 -.59445875661118E-010 0.86245059361729E-010 -.13399591850306E-010 0.00000000000000E+000 0.36159199512631E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 147 0.31563336921075E-001 0.40779983977352E-002 -.38159293443791E-002 -.33659067400410E-003 -.82247604659314E-002 -.95529841516411E-003 0.11161740481639E-001 0.11956955225617E-004 -.21025129582712E-004 -.14413448247435E-005 0.16241702500774E-002 -.77769667720623E-002 0.48058237809965E-002 0.75745632055274E-003 0.14078441184814E-004 0.22217453100869E-003 -.12338613221300E-005 0.50603093750222E-003 0.13473063745215E-004 -.33102210926151E-003 -.64477517981469E-010 0.95967597766100E-010 -.15745039892315E-010 0.00000000000000E+000 0.36841967802796E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 148 0.31757017131462E-001 0.41510944383122E-002 -.37759088671620E-002 -.34703210526093E-003 -.84416560230886E-002 -.96474201891557E-003 0.11414737596495E-001 0.10041059273970E-004 -.18411381913395E-004 -.12243119260685E-005 0.16437186513439E-002 -.79342657875173E-002 0.49461539999840E-002 0.78811280322018E-003 0.15436926088532E-004 0.22374746356670E-003 -.12976474072626E-005 0.50852585704439E-003 0.11950709688531E-004 -.35146192445257E-003 -.69782530470642E-010 0.10663805659224E-009 -.18427763060797E-010 0.00000000000000E+000 0.37508046039939E+004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
